PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
"MIDC, Chinchwad,Pune",,"4 BHK Independent House for sale in Chinchwad, Pune",10.0 L,"MIDC, Chinchwad,Pune",2000,500000,"Looking for a good 4 BHK Independent House in Chinchwad, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 1000. This Independent House is available for Rs 10.0 L. This modern unit has a built-up area of 2000 Square feet. The carpet area of this Independent House is 1500 Square feet. There are 4 bedrooms and 5 bathroom. It is very close to some of city's best hospitals, such as, Aditya Birla Memorial Hospital, Kamat Hospital, and ESIC Hospital. Established schools, such as City Pride School, S N B P Schoo...",4.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
RKH Blessings B And C Building,,"2 BHK Villa for sale in Moshi, Pune",87.0 L,"MIDC, Moshi,Pune",1250,6960,"Looking for a 2 BHK Villa for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Pimpri Chinchwad. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 87.0 L. Maintenance charges in this property is Rs 500. The built up area of this property is 1250 Square feet. It is spacious for a family and this property has a carpet area of 858 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as City Pride School, Priyadarshani High School, an...",2.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksc9rYyKuD5_Re-euJwt3FBu27Rd30V8MOw&s
"Shivatej Nagar, Chinchwad,Pune",,"5 BHK Independent House for sale in Chinchwad, Pune",2.75 Cr,"Shivatej Nagar, Chinchwad,Pune",1500,18330,"Best 5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Pune's top location, Chinchwad. The property price of this unit is Rs 2.75 Cr. The built-up area is 1500 Square feet. There are 5 bedrooms and 4 bathroom. It is an ideal location for young families with kids, as this property is close to Dr.D.Y.Patil English Medium School, India's Pre-School Chain, and Kamalnayan Bajaj Higher Secondary School. Healthcare facility is also close at hand with Dhanashree Hospital, Matruseva Hospital, a...",5.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
"Sasane Nagar, Hadapsar,Pune",,"1 RK Flat for sale in Hadapsar, Pune",20.5 L,"Sasane Nagar, Hadapsar,Pune",430,4770,"1 RK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 1 RK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 1. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 20.5 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 430 Square feet. The carpet are...",,Pune,18.5089,73.924,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Ranjangaon MIDC, Pune",,"2 BHK Villa for sale in Ranjangaon MIDC, Pune",29.8 L,"Ranjangaon MIDC, Pune",1287,2310,"Check out this 2 BHK Villa for sale in Ranjangaon MIDC, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Villa is perfect for a modern-day lifestyle. Ranjangaon MIDC is a promising location in Pune and this is one of the finest properties in the area. Buy this Villa for sale now. The property's price is Rs 29.8 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1287 Square feet built-up area",2.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
"Vetal Nagar, Hadapsar,Pune",,"1 BHK Independent House for sale in Hadapsar, Pune",89.0 L,"Vetal Nagar, Hadapsar,Pune",650,13690,"1 BHK Independent House for sale in Hadapsar, Pune. This 1 BHK unit is available in Hadapsar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Hadapsar. The price of this Independent House is Rs 89.0 L. The built-up area is 650 Square feet. This property is at a walking distance from NOBLE HOSPITAL HADAPSAR, Smt. Kashibai Navale Medical College and General Hospital, and Nande Hospital. The city's best schools such as The Lexicon School, Sadhana Vidyalay &...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
"Vetal Nagar, Hadapsar,Pune",,"5 BHK Independent House for sale in Hadapsar, Pune",1.1 Cr,"Vetal Nagar, Hadapsar,Pune",2650,4150,"5 BHK Independent House for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 5 BHK property for sale in Hadapsar. This 5 BHK Independent House is available at a reasonable price of Rs 1.1 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 2650 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like NOBLE HOSPITAL...",5.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Manjula apartment ,MIDC, Chinchwad,Pune",,"1 RK Flat for sale in Chinchwad, Pune",21.0 L,"Manjula apartment ,MIDC, Chinchwad,Pune",330,6360,"One of the finest property in Chinchwad is now available for sale. This is a 1 RK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 4 storeyed building. The price of this Apartment is Rs 21.0 L. This Apartment is spacious with a built-up area of 330 Square feet. The carpet area is 330 Square feet. There are 1 bedroom and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as City Pride School, S N B P School & Jr College, and Podar International School. It is also close to good and reputed hospitals like Aditya Birla ...",,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
Ambiance Residency,,"3 BHK Flat for sale in Hadapsar, Pune",50.0 L,"Laxmi Colony, Hadapsar,Pune",1000,5000,"3 BHK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 3. The total number of floors in this Apartment is 6. Monthly maintenance charges come to Rs 700. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1000 Square feet. The carpet area is 975 Square feet. It has 2 bathro...",3.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
"hilland,Bellagio, Undri,Pune",,"4 BHK Independent House for sale in Undri, Pune",4.5 Cr,"hilland,Bellagio, Undri,Pune",6600,6820,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Pune's top location, Undri. The property price of this unit is Rs 4.5 Cr. The built-up area is 6600 Square feet. It is an ideal location for young families with kids, as this property is close to Vibgyor High School, Delhi Public School, and The Bishop's School. Healthcare facility is also close at hand with PBMA's H. V. Desai Eye Hospital, Dr. Masal hospital, and Patanjali Chikitsalaya nearby",4.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAhg-W0IxHITmdC2xzhMp6-Ra3Jrcy8ALluQ&s
"Inna Apartment ,Parvati Hills, Parvati Darshan,Pune",,"1 RK Flat for sale in Parvati Darshan, Pune",35.0 L,"Inna Apartment ,Parvati Hills, Parvati Darshan,Pune",450,7780,"Looking for a 1 RK Apartment for sale in Pune? Your search ends here. Buy this 1 RK property in Pune's finest location, Parvati. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 4 floors. This Apartment is available at a reasonable price of Rs 35.0 L. Maintenance charges in this property is Rs 620. The built up area of this property is 450 Square feet. It is spacious for a family and this property has a carpet area of 395 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Sinhgad Business Sc...",,Pune,18.4949,73.848,https://media.istockphoto.com/id/1213695547/photo/3d-rendering-of-an-elegant-bedroom.webp?a=1&b=1&s=612x612&w=0&k=20&c=jswcSM68zoLPkx-BAfIGp1gedm_Zx4O-DElOKp4LrGo=
"Indira Apartment,Tulshibagwale Colony, Parvati Darshan,Pune",,"3 BHK Flat for sale in Parvati Darshan, Pune",1.4 Cr,"Indira Apartment,Tulshibagwale Colony, Parvati Darshan,Pune",1021,13710,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Pune's top location, Parvati. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 1.4 Cr. The built-up area is 1021 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Sinhgad Business School Erandwane, Jnana Prabodhini Prashala, and Muktangan English School & Junior College. Healthcare facility i...",3.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
Kumar Picasso,,"3 BHK Flat for sale in Hadapsar, Pune",1.4 Cr,"Vetal Nagar, Hadapsar,Pune",2200,6360,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Pune's top location, Hadapsar. It is situated on floor 1. The total number of floors in this Apartment is 12. The property price of this unit is Rs 1.4 Cr. Monthly maintenance costs Rs 0. The built-up area is 2200 Square feet. It is an ideal location for young families with kids, as this property is close to The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder World English Medium School. Healthcare facility is also close at h...",3.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Vetal Nagar, Hadapsar,Pune",,"2 BHK Independent House for sale in Hadapsar, Pune",65.0 L,"Vetal Nagar, Hadapsar,Pune",650,10000,"Check out this 2 BHK Independent House for sale in Hadapsar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Hadapsar is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 65.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 650 Square feet built-up area. Educational institutions are closeby with schools such as The Lexicon School, M...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4MZkvZ7mqsl1Y3zTX6pP4mOusUGiGyeUQXQ&s
RKH Blessings B And C Building,,"2 BHK Villa for sale in Moshi, Pune",87.0 L,"MIDC, Moshi,Pune",1200,7250,"2 BHK Villa for sale in Pimpri Chinchwad, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Pimpri Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Pimpri Chinchwad. This 2 BHK Villa is available at a reasonable price of Rs 87.0 L. Residents also need to pay maintenance charges of Rs 500. It is a very spacious property, spread over 858 Square feet. The built-up area is 1200 Square feet. This property has provision for 2 bathroom. It enjoys ...",2.0,Pune,18.618,73.8036,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
"B G S,Vetal Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",14.0 L,"B G S,Vetal Nagar, Hadapsar,Pune",450,3110,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Pune's top location, Hadapsar. It is situated on floor 3. The total number of floors in this Apartment is 3. The property price of this unit is Rs 14.0 L. Monthly maintenance costs Rs 0. The built-up area is 450 Square feet. It is an ideal location for young families with kids, as this property is close to The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder World English Medium School. Healthcare facility is also close at han...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNOI6gFWooV1HQBqdG0NMlkWohCWPDtxSyiA&s
"Unnatinagar, Hadapsar,Pune",,"1 RK Independent House for sale in Hadapsar, Pune",17.0 L,"Unnatinagar, Hadapsar,Pune",500,3400,"Looking for a 1 RK Independent House for sale in Pune? Your search ends here. Buy this 1 RK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 17.0 L. The built up area of this property is 500 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Sadhana Vidyalay & Junior College, The Lexicon School, and Bantar School. Medical facility is also close at hand with names like NOBLE HOSPITAL HADAPSAR, Smt. Kashibai ...",,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
