PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
Morya Park,,"3 BHK Flat for sale in Chinchwad, Pune",80.0 L,"Chinchwad, Pune",1070,7480,"Looking for a 3 BHK Apartment for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Chinchwad. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 4 floors. This Apartment is available at a reasonable price of Rs 80.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 1070 Square feet. There are a number of reputed schools in the vicinity such as City Pride School, S N B P School & Jr College, and Podar International School. Medical facility is also close at hand with names like A...",3.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTO5l08yRo40xUqUUbZgrXg8wC8QSgpZ5atYg&s
Mantra Moments,,"2 BHK Flat for sale in Moshi, Pune",45.0 L,"MIDC, Moshi,Pune",850,5290,"A 2 BHK Apartment for sale in Pimpri Chinchwad, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Pimpri Chinchwad's most desired properties. Contact now for more information. This 2 BHK unit is on floor 9. There are 13 floors in this property. The price of this Apartment is Rs 45.0 L. Maintenance charges come to Rs 2300. Each unit has a built-up area of 850 Square feet. The carpet area is 600 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Preeti English Medium S...",2.0,Pune,18.618,73.8036,https://plus.unsplash.com/premium_photo-1682377521625-c656fc1ff3e1?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"DREAM AKRUTI,Vetal Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",34.55 L,"DREAM AKRUTI,Vetal Nagar, Hadapsar,Pune",722,4790,"1 BHK Apartment for sale in Hadapsar, Pune. This 1 BHK unit is available in Hadapsar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Hadapsar. It is on floor 7. The total number of floors is 13. The price of this Apartment is Rs 35.0 L. Residents in this project also pay monthly maintenance charges of Rs 1500. The built-up area is 722 Square feet. There are 1 bedroom and 1 bathroom. The property is East-facing. This building is equipped with lift. This ...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8MjvnbSc6liQnQkA4CxF3EUwZ9u_tAZ1zFw&s
Amanora Adreno Towers,,"1 BHK Flat for sale in Hadapsar, Pune",68.0 L,"Amanora Park Town, Hadapsar,Pune",585,11620,"Aderino Tower Amanora Township.
From Bedroom clear view of airport you can see lights land & take off.
1BHK 433 sq feet carpet.
585 sq feet Built up.
With allotted Car 🚘 Parking.
It is a Brand new apartment.
Possession on 02/11/2021.
Rented on 01/01/22.
It’s had a pipeline Gas with Elica 3 burner & Carbon Chimney.
All Bathroom fittings are Jaguar with a individual Water heater. ( 1L accessories) 
Kitchen is fully equipped with Trolley s.
No power Failures as power station & distribution is internal & bill online.
No water shortage ever , 
3 Layer Security Building / Socity / township 

Out fo...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Sunshine Hills 2,,"1 BHK Flat for sale in Pisoli, Pune",31.0 L,"Pisoli, Pune",615,5040,"A 1 BHK Apartment for sale in Pisoli, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Pisoli's most desired properties. Contact now for more information. This 1 BHK unit is on floor 3. There are 9 floors in this property. The price of this Apartment is Rs 31.0 L. Maintenance charges come to Rs 2600. Each unit has a built-up area of 615 Square feet. The carpet area is 457 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near Vibgyor High School, Delhi Public School, and...",1.0,Pune,18.4547,73.9016,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Sindhy Heights,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",37.0 L,"Sindhy Heights,Vetal Nagar, Hadapsar,Pune",920,4020,"A 2 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 3 floors in this property. Maintenance charges come to Rs 0. Each unit has a built-up area of 920 Square feet. This East-facing property has an excellent view. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near The Lexicon School, Maruti Driving School - Magarpatta City ( The Kothar...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTem4jAshPAqwp9TFZHOe5Ur3KGxxXWB8-f-A&s
"Parsvanath pratishtha,MIDC, Pimpri,Pune",,"2 BHK Flat for sale in Pimpri, Pune",80.0 L,"Parsvanath pratishtha,MIDC, Pimpri,Pune",1170,6840,"Property for sale in Pimpri Chinchwad, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 82.0 L. Homebuyers will also need to pay Rs 2500 towards maintenance. This Apartment is a spacious unit, with carpet area of 870 Square feet and is ideal for families. The built-up area is 1170 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous...",2.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7R0g7vak7sZWKE5sAPTMMaCGPMyr12pD-aw&s
"Chinchwad, Pune",,"2 BHK Flat for sale in Chinchwad, Pune",50.0 L,"Chinchwad, Pune",750,6670,"One of the finest property in Chinchwad is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 50.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 750 Square feet. This property ensures you are a quick distance away from the city's best schools such as Orchids The International School - Nigdi, Dr. D. Y. Patil Institute of Technology, and City Pride School. It is also close to good an...",2.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
RKH Blessings B And C Building,,"2 BHK Villa for sale in Moshi, Pune",87.0 L,"MIDC, Moshi,Pune",1250,6960,"Looking for a 2 BHK Villa for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Pimpri Chinchwad. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 87.0 L. Maintenance charges in this property is Rs 500. The built up area of this property is 1250 Square feet. It is spacious for a family and this property has a carpet area of 858 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as City Pride School, Priyadarshani High School, an...",2.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
Dreams Aakruti,,"1 BHK Flat for sale in Hadapsar, Pune",29.71 L,"Shiv Nagar, Hadapsar,Pune",550,5400,"Property for sale in Hadapsar, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 11. The total number of floors in this building is 11. This Apartment's price is Rs 29.71 L. Homebuyers will also need to pay Rs 1850 towards maintenance. The built-up area is 550 Square feet. The property has 1 bedroom and 1 bathroom. This unit enjoys a good view and is a East facing property. This residential building in Hadapsar, Pune has lift facility. There is dedicated space for sports amenities such as...",1.0,Pune,18.5089,73.924,https://images.pexels.com/photos/1428348/pexels-photo-1428348.jpeg?auto=compress&cs=tinysrgb&w=800
"Dreams Aakruti Plot No 2,Vetal Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",30.0 L,"Dreams Aakruti Plot No 2,Vetal Nagar, Hadapsar,Pune",460,6520,"Property for sale in Hadapsar, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 8. The total number of floors in this building is 11. This Apartment's price is Rs 30.0 L. The built-up area is 460 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as NOBLE HOSPITAL HADAPSAR, Smt. Kashibai Navale Medical College and General Hospital, and Nande Hospital. Schools like The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder W...",1.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"VTP Urban Rise ,Pisoli, Pune",,"1.5 BHK Flat for sale in Pisoli, Pune",35.0 L,"VTP Urban Rise ,Pisoli, Pune",686,5100,"Looking for a good 1.5 BHK Apartment in Pisoli, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 9. Total number of floors is 12. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 35.0 L. This modern unit has a built-up area of 686 Square feet. It is very close to some of city's best hospitals, such as, Dr. Masal hospital, Chandra Nursing Home, and Wankhede Hospital. Established schools, such as Vibgyor High School, Delhi Public School, and The Bishop's School are also close-by",5.0,Pune,18.4547,73.9016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
Seagull,,"2 BHK Flat for sale in Hadapsar, Pune",56.0 L,"Satav Nagar, Hadapsar,Pune",1000,5600,"2 BHK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 5. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 60.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1000 Square feet. This is a East facing property. It has 2 bathroom and...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
"Vetal Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",25.0 L,"Vetal Nagar, Hadapsar,Pune",451,5540,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 5 out of 6 floors. This Apartment is available at a reasonable price of Rs 25.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 451 Square feet. There are a number of reputed schools in the vicinity such as The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder World English Medium School. Medical facility is also close at hand with...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
Sancheti Priyanka Residency,,"1 BHK Flat for sale in Hadapsar, Pune",40.0 L,"Hadapsar Gaon, Hadapsar,Pune",900,4440,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 6 floors. This Apartment is available at a reasonable price of Rs 40.0 L. Maintenance charges in this property is Rs 1000. The built up area of this property is 900 Square feet. It is spacious for a family and this property has a carpet area of 770 Square feet. There are 1 bedroom and 2 bathroom. There are a number of reputed schools in the vicinity such as Sadhana Vidyala...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
Runwal Seagull,,"3 BHK Flat for sale in Hadapsar, Pune",79.0 L,"Satav Nagar, Hadapsar,Pune",1519,5200,"3 BHK Apartment for sale in Hadapsar, Pune. This 3 BHK unit is available in Hadapsar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Hadapsar. It is on floor 12. The total number of floors is 12. The price of this Apartment is Rs 79.0 L. Residents in this project also pay monthly maintenance charges of Rs 2300. It is a good, spacious Apartment unit with carpet area of 1362 Square feet. The built-up area is 1519 Square feet. There are 3 bedrooms and 3 ba...",3.0,Pune,18.5089,73.924,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Ketakiban,Parvati Industrial Estate, Parvati Darshan,Pune",,"1 BHK Flat for sale in Parvati Darshan, Pune",45.0 L,"Ketakiban,Parvati Industrial Estate, Parvati Darshan,Pune",530,8490,"1 BHK Apartment for sale in Pune. This property is in Parvati, which is a coveted investment location. This tastefully designed 1 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 2. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 45.0 L. Monthly maintenance charges come to Rs 450. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 530 Square feet. The carpet a...",1.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
SankalpSociety,,"3 BHK Flat for sale in Undri, Pune",85.0 L,"Shree Siddhivinayak Meera, Undri,Pune",1388,6120,"3 BHK Apartment for sale in Undri, Pune. This 3 BHK unit is available in Undri and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. This property is in SankalpSociety. It is a desired purchase for any homebuyer in Undri. It is on floor 1. The total number of floors is 5. It is a good, spacious Apartment unit with carpet area of 1200.0 Square feet. The built-up area is 1388 Square feet. There are 3 bedrooms and 3 bathroom. The property is East-facing. This building is equipped with lift. Other facilities...",3.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
"Venkatesh pisoli,Pisoli, Pune",,"1 BHK Flat for sale in Pisoli, Pune",30.0 L,"Venkatesh pisoli,Pisoli, Pune",620,4840,"1 BHK Apartment for sale in Pisoli, Pune. This 1 BHK unit is available in Pisoli and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Pisoli. It is on floor 7. The total number of floors is 9. The price of this Apartment is Rs 30.0 L. Residents in this project also pay monthly maintenance charges of Rs 500. It is a good, spacious Apartment unit with carpet area of 600 Square feet. The built-up area is 620 Square feet. There are 1 bedroom and 1 bathroom. This...",1.0,Pune,18.4547,73.9016,https://plus.unsplash.com/premium_photo-1676968002767-1f6a09891350?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Sai Proviso Leisure Town Phase 1,,"1 BHK Flat for sale in Hadapsar, Pune",49.0 L,"Malwadi, Hadapsar,Pune",645,7600,"Check out this 1 BHK Apartment for sale in Hadapsar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Hadapsar is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 10. The total number of floors in this project is 11. The property's price is Rs 49.0 L. This property is a modern-day abode, with 645 Square feet built-up area. The carpet-area is 450 Square feet. The unit has 1 bedroom and 1 bathroom. Resident...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
Maharashtra Co-Operative Housing Society,,"2 BHK Flat for sale in Parvati Darshan, Pune",85.0 L,"Laxmi Nagar, Parvati Darshan,Pune",841,10110,"2 BHK Apartment for sale in Parvati, Pune. This 2 BHK unit is available in Parvati and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Parvati. It is on floor 4. The total number of floors is 4. The price of this Apartment is Rs 85.0 L. Residents in this project also pay monthly maintenance charges of Rs 7. The built-up area is 841 Square feet. The property is North-facing. This property is at a walking distance from Apollo Spectra Hospitals, Deenanath Mang...",2.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAe1_fQtpxpCpRQIX7ACABWVPCQ11n1odTGA&s
Subhash Park,,"1 BHK Flat for sale in Hadapsar, Pune",18.75 L,"Chintamani Nagar, Hadapsar,Pune",390,4810,"1 BHK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 1 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 0. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 19.2 L. Monthly maintenance charges come to Rs 800. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 390 Square feet. The carpet ...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAhg-W0IxHITmdC2xzhMp6-Ra3Jrcy8ALluQ&s
"Bellagio, Undri,Pune",,"1 BHK Independent House for sale in Undri, Pune",35.0 L,"Bellagio, Undri,Pune",575,6090,"1 BHK Independent House for sale in Undri, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Undri which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Undri. This 1 BHK Independent House is available at a reasonable price of Rs 35.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 575 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Satyanand Hospital - Bes...",1.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
Onella B wing,,"3 BHK Flat for sale in Hadapsar, Pune",8.5 L,"Satav Nagar, Hadapsar,Pune",1145,742000,"3 BHK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 2. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 8.5 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1145 Square feet. The carpet area is 881 Square feet. This is a East faci...",3.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
Essen Aishwaryam Hamara,,"1 BHK Flat for sale in Moshi, Pune",27.0 L,"MIDC, Moshi,Pune",540,5000,"1 BHK Apartment for sale in Pimpri Chinchwad, Pune. This 1 BHK unit is available in Pimpri Chinchwad and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Pimpri Chinchwad. It is on floor 6. The total number of floors is 12. The price of this Apartment is Rs 27.0 L. Residents in this project also pay monthly maintenance charges of Rs 2000. The built-up area is 540 Square feet. There are 1 bedroom and 2 bathroom. This property is at a walking distance from Shr...",1.0,Pune,18.618,73.8036,https://images.unsplash.com/photo-1710883727450-d3a0ab1bbbe3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Dynamic Dynamic Linea,,"1 BHK Flat for sale in Undri, Pune",60.0 L,"Indira Nagar, Undri,Pune",950,6320,"Check out this 1 BHK Apartment for sale in Hadapsar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Hadapsar is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 7. The total number of floors in this project is 14. The property's price is Rs 60.0 L. This property is a modern-day abode, with 950 Square feet built-up area. The carpet-area is 550 Square feet. It is a East-facing property. The unit has 1 bed...",1.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"MIDC, Chinchwad,Pune",,"1 BHK Flat for sale in Chinchwad, Pune",35.0 L,"MIDC, Chinchwad,Pune",520,6730,"1 BHK Apartment for sale in Chinchwad, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Chinchwad. The property is on floor 1 and the total number of floors is 2. This 1 BHK Apartment is available at a reasonable price of Rs 35.0 L. Residents also need to pay maintenance charges of Rs 200. It is a very spacious property, spread over 490 Square feet. The built-up area is 520 Square feet. ...",1.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ-q8tz9MVUn4YbXb-PK4rdR5mtDaJK_ODRr80Z5mbeHhooIxAIO0oZ2c&s
"Hadapsar Industrial Estate, Hadapsar,Pune",,"2 BHK Independent House for sale in Hadapsar, Pune",15.0 L,"Hadapsar Industrial Estate, Hadapsar,Pune",900,1670,"One of the finest property in Hadapsar is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 15.0 L. This Independent House is spacious with a built-up area of 900 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Maruti Driving School - Magarpatta City ( The Kothari Wheels ), St Vincents High School & Jr College, and Army Public School. It is also close to good and reputed hospitals like Noble Hospitals & Researc...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpOuCLCCohtdU_Nn8UpoqfefC2-t5bY91jcA&s
"Bellagio, Undri,Pune",,"2 BHK Flat for sale in Undri, Pune",30.0 L,"Bellagio, Undri,Pune",800,3750,"A 2 BHK Apartment for sale in Undri, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Undri's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 3 floors in this property. The price of this Apartment is Rs 30.0 L. Each unit has a built-up area of 800 Square feet. There are 2 bedrooms. This residential property is near Hare Krishna Motor Driving School, Vibgyor High School, and Delhi Public School. It is also close to Satyanand Hospital - Best Elderly Care In Pune, Diva ...",2.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Aishwaryam Hamara,,"1 BHK Flat for sale in Moshi, Pune",27.0 L,"MIDC, Moshi,Pune",530,5090,"Looking for a good 1 BHK Apartment in Pimpri Chinchwad, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. This Apartment is available for Rs 27.0 L. This modern unit has a built-up area of 530 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Shree Multispeciality Hospital and ICU | Best Hospital | Multispeciality Hospital In Moshi | Cashless Hospital In Moshi., Imperial Multi Speciality Hospital, and Dr Lata's Nirmiti Hospital (Women and Fertility Care). Established schools, such as Disne...",1.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Prerna Society,,"1 BHK Flat for sale in Chinchwad, Pune",38.0 L,"Sambhajinagar, Chinchwad,Pune",650,5850,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Chinchwad. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 3 floors. This Apartment is available at a reasonable price of Rs 38.0 L. Maintenance charges in this property is Rs 500. The built up area of this property is 650 Square feet. This property is North-East facing. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Good Shepherd Professional Academy - CA Classes in Pune,CS Clas...",1.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
"Tulsi shine ,MIDC, Bhosari,Pune",,"1 BHK Flat for sale in Bhosari, Pune",45.0 L,"Tulsi shine ,MIDC, Bhosari,Pune",612,7350,"Looking for a good 1 BHK Apartment in Pimpri Chinchwad, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 5. Total number of floors is 6. Maintenance charges of this property is Rs 1300. This Apartment is available for Rs 45.0 L. This modern unit has a built-up area of 612 Square feet. The carpet area of this Apartment is 470 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Sainath Hospital, Accord SDH Hospitals, and INSIGHT INSTITUTE OF OPHTHALMOLOGY (Super Speci...",1.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
ARV Newtown Phase III,,"3 BHK Flat for sale in Pisoli, Pune",60.0 L,"Pisoli, Pune",1310,4580,"Property for sale in Pisoli, Pune. This 3 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 10. The total number of floors in this building is 11. This Apartment's price is Rs 60.0 L. Homebuyers will also need to pay Rs 3500 towards maintenance. This Apartment is a spacious unit, with carpet area of 981 Square feet and is ideal for families. The built-up area is 1310 Square feet. The property has 3 bedrooms and 3 bathroom. This unit enjoys a good view and is a West facing property. This residential bu...",3.0,Pune,18.4547,73.9016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
"Sambhajinagar, Chinchwad,Pune",,"1 BHK Flat for sale in Chinchwad, Pune",55.0 L,"Sambhajinagar, Chinchwad,Pune",670,8210,"1 BHK Apartment for sale in Pune. This property is in Chinchwad, which is a coveted investment location. This tastefully designed 1 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 3. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 55.0 L. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 670 Square feet. It has 1 ...",1.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
