PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Silversand Cyberdyne 1,"2 BHK Flat for sale in Madhapur, Hyderabad",,Hyderabad,92.0 L,"Siddhi Vinayak Nagar, Madhapur,Hyderabad",1150,8000,"east facing, 2bhk apartment with false ceiling and recently done waterproofing on terrace with asian paints 10 year guarantee. apartment has 2 bore wells with cctv and covered parking, lift. there are 20 apartments with 4 apartments on each floor and no common walls. More About This Property One of the finest property in Madhapur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 5 storeyed building. The price of this Apartment is Rs 92.0 L. Other charges when you move into this property include maintenance, which is Rs 2...",2,17.4567717,78.3865084,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
NCC Cyber Urbania,"3 BHK Flat for sale in Osman Nagar, Hyderabad",,Hyderabad,1.28 Cr,"Osman Nagar, Hyderabad",2240,5700,"Built By NCC.
10 Mins Drive from Wipro Circle.
Gated Community Project With 400 Flats Near Tellapur in 6.5 Acres.
10 Blocks of 10 Floors each with only 4 flats in each floor.
Gap between tower to tower is 33 feet to 100 feet.
Gap between individual flats is 20 feel.
Very High end specifications.(PGVF Tiles,Duravit and Jaquar Fixtures).
100% Vastu(East and West  Facing Flats)
Two Covered Car Parking per flat in Cellar 1 and Cellar 2.
Size of Flats Available 1800sft  to 2240sft.
Two Lifts of 10 and 16 persons per block.
10000 sft Community Gatherings Space on Podium.
10000 sft Central Podium lan...",3,17.4418133,78.2782231,https://images.pexels.com/photos/259962/pexels-photo-259962.jpeg?auto=compress&cs=tinysrgb&w=1200
Splendeur Shweta Shubham,"3 BHK Flat for sale in Kompally, Hyderabad",,Hyderabad,1.02 Cr,"Kompally, Hyderabad",1726,5880,"One of the finest property in Kompally is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 5 storeyed building. The price of this Apartment is Rs 1.02 Cr. Other charges when you move into this property include maintenance, which is Rs 3000. This Apartment is spacious with a built-up area of 1726 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as CMR Institute of Elementary Teacher Education,, GPS Training Centre, and SPS High School. It...",3,17.5354867,78.5096981,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
Suravaram Epsilon Homes,"3 BHK Flat for sale in Hafeezpet, Hyderabad",,Hyderabad,85.0 L,"Hafeezpet, Hyderabad",1690,5030,"A 3 BHK Apartment for sale in Hafeezpet, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Hafeezpet's most desired properties. Contact now for more information. This 3 BHK unit is on floor 1. There are 5 floors in this property. The price of this Apartment is Rs 85.0 L. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1690 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Bhavya Talent School, GlobalArt - Madinaguda, and Springs Montessori...",3,17.4834409,78.3611316,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Barkatpura, Kachiguda,Hyderabad","3 BHK Flat for sale in Kachiguda, Hyderabad",,Hyderabad,1.25 Cr,"Barkatpura, Kachiguda,Hyderabad",1895,6600,"3 BHK Apartment for sale in Kachiguda, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kachiguda which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Kachiguda. The property is on floor 1 and the total number of floors is 5. This 3 BHK Apartment is available at a reasonable price of Rs 1.25 Cr. Residents also need to pay maintenance charges of Rs 2000. The built-up area is 1895 Square feet. This property has provision for 3 bathroom. This...",3,17.3926121,78.4969683,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Budvel, Hyderabad","3 BHK Independent House for sale in Budvel, Hyderabad",,Hyderabad,54.0 L,"Budvel, Hyderabad",1300,4150,"A 3 BHK Independent House for sale in Budvel, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Budvel's most desired properties. Contact now for more information. The price of this Independent House is Rs 54.0 L. Each unit has a built-up area of 1300 Square feet. There are 3 bedrooms. There is provision for 0 bathroom. This residential property is near Gateway International High School, RJ Palace, and T.I.M.E. School. It is also close to Government Hospital, Community Health Center, and RJNR, Government Hospital",3,17.33298,78.406191,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Bayanna Nagar, Boduppal,Hyderabad","2 BHK Independent House for sale in Boduppal, Hyderabad",,Hyderabad,86.0 L,"Bayanna Nagar, Boduppal,Hyderabad",1100,7820,"2 BHK Independent House for sale in Boduppal, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Boduppal which is a promising investment destination in Hyderabad. This might be your chance to grab the best 2 BHK property for sale in Boduppal. This 2 BHK Independent House is available at a reasonable price of Rs 86.0 L. The built-up area is 1100 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like NEW LIFE NEURO P...",2,17.4232134,78.584024,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
SK Karthik Heights,"3 BHK Flat for sale in Manikonda, Hyderabad",,Hyderabad,95.0 L,"Manikonda, Hyderabad",1500,6330,"3 BHK Apartment for sale in Manikonda, Hyderabad. This 3 BHK unit is available in Manikonda and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Manikonda. It is on floor 0. The total number of floors is 5. The price of this Apartment is Rs 95.0 L. Residents in this project also pay monthly maintenance charges of Rs 1500. The built-up area is 1500 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Care Hospitals - H...",3,17.3999951,78.3861689,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Puppalaguda, Hyderabad","3 BHK Flat for sale in Puppalaguda, Hyderabad",,Hyderabad,74.0 L,"Puppalaguda, Hyderabad",1435,5160,"A 3 BHK Apartment for sale in Puppalguda, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Puppalguda's most desired properties. Contact now for more information. This 3 BHK unit is on floor 1. There are 5 floors in this property. The price of this Apartment is Rs 74.0 L. Each unit has a built-up area of 1435 Square feet. The carpet area is 1400 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Akshara Abhyasa School, Edify Kids, and Kiran varikilla contempora...",3,17.3999951,78.3861689,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"Balapur, Hyderabad","3 BHK Independent House for sale in Balapur, Hyderabad",,Hyderabad,44.0 L,"Balapur, Hyderabad",1000,4400,"New independent deluxe house for sale 100sqrds BANK LOAN AVAILABLE NEAR CHANDRAYANGUTTA, balpur,with all amenities like BT ROADS ,DRAINAGE LINE ,STEET LIGHTS ,24 HRS WATER More About This Property 3 BHK Independent House for sale in Balapur, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Balapur which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Balapur. This 3 BHK Independent House is available at a reasonable price of Rs 44.0...",3,17.309378,78.5027245,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
Devi Nilayam,"2 BHK Flat for sale in Kothapet, Hyderabad",,Hyderabad,35.0 L,"Maruthi Nagar, Kothapet,Hyderabad",700,5000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Hyderabad's top location, Kothapet. It is situated on floor 5. The total number of floors in this Apartment is 5. The property price of this unit is Rs 35.0 L. Monthly maintenance costs Rs 1500. The built-up area is 700 Square feet. There are 4 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Sanskriti Digi Play School, Genius Grammer School, and Kinder Play Preschool. Healthcare f...",2,17.3771093,78.5411342,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
Aster Residency,"2 BHK Flat for sale in Moula Ali, Hyderabad",,Hyderabad,50.0 L,"Moula Ali Hill, Moula Ali,Hyderabad",1135,4410,"One of the finest property in Moula Ali is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 5 storeyed building. The price of this Apartment is Rs 50.0 L. Other charges when you move into this property include maintenance, which is Rs 1000. This Apartment is spacious with a built-up area of 1135 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Delhi Public School - Nacharam, Akshara International School, A S Rao Nagar, and CAL Public ...",2,17.4629403,78.5559497,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
Indis VB City,"2 BHK Flat for sale in Bolarum, Hyderabad",,Hyderabad,58.0 L,"Railway Employees Colony, Bolarum,Hyderabad",842,6890,"Situated in Kompally, Secunderabad, Indis vb city is a well planned society that offers a pleasant living experience to its residents. This 2 BHK apartment in Secunderabad is your opportunity to be a part of this community. The apartment is North-facing. The apartment occupies a Super built up area of 842 sq.ft. that consists of 2 bedrooms, 2 bathrooms and 2 balconies. The apartment building has a total of 5 floors and this property is situated on 4th floor. An added advantage of this 0-1 year(s) old apartment is that it is available for immediate possession as the project is already ready to ...",2,17.5379769,78.5095908,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
Perioneira Decena,"3 BHK Flat for sale in Narsingi, Hyderabad",,Hyderabad,1.32 Cr,"Narsingi, Hyderabad",2200,6000,"Looking for a 3 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 3 BHK property in Hyderabad's finest location, Narsingi. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. This Apartment is available at a reasonable price of Rs 1.32 Cr. Maintenance charges in this property is Rs 2500. The built up area of this property is 2200 Square feet. This property is East facing. There are 3 bedrooms and 3 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenitie...",3,17.3996471,78.351242,https://images.unsplash.com/photo-1611444143036-6678f7f94652?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Beeramguda, Hyderabad","2 BHK Independent House for sale in Beeramguda, Hyderabad",,Hyderabad,88.0 L,"Beeramguda, Hyderabad",1250,7040,"Looking for a 2 BHK Independent House for sale in Hyderabad? Your search ends here. Buy this 2 BHK property in Hyderabad's finest location, Ramachandra Puram. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 88.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 1250 Square feet. There are 2 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Muttannaprudhvi, Zilla Parishad High School, and Mandal Parishath Primary School. Medical facility ...",2,17.5091218,78.3004614,https://plus.unsplash.com/premium_photo-1661883982941-50af7720a6ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8YmVhdXRpZnVsJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Beeramguda, Hyderabad","2 BHK Independent House for sale in Beeramguda, Hyderabad",,Hyderabad,78.0 L,"Beeramguda, Hyderabad",1250,6240,"Property for sale in Ramachandra Puram, Hyderabad. This 2 BHK Independent House is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 78.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 1000 Square feet and is ideal for families. The built-up area is 1250 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as...",2,17.5091218,78.3004614,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
City Sai Kastle,"2 BHK Flat for sale in Nizampet, Hyderabad",,Hyderabad,42.0 L,"Vasanth Nagar Colony, Nizampet,Hyderabad",1000,4200,"Check out this 2 BHK Apartment for sale in Nizampet, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Nizampet is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 5. The property's price is Rs 42.0 L. Residents in this property pay Rs 1000 towards maintenance. This property is a modern-day abode, with 1000 Square feet built-up area. The carpet-are...",2,17.4967427,78.3748715,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Machabollaram, Bolarum,Hyderabad","2 BHK Independent House for sale in Bolarum, Hyderabad",,Hyderabad,1.25 Cr,"Machabollaram, Bolarum,Hyderabad",2200,5680,"Independent house forsale
134 sqyrds
Veey near to rythu Bazaar Alwal
1Km to national highway
Full bore and manjeera water
Home loan can be availed
Price slightly negotiable More About This Property 2 BHK Independent House for sale in Bolarum, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Bolarum which is a promising investment destination in Hyderabad. This might be your chance to grab the best 2 BHK property for sale in Bolarum. This 2 BHK Independent House is available at a reasonable price of Rs 1.2...",2,17.513866,78.5137342,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
CREO Westend Avenue,"2 BHK Flat for sale in Manikonda, Hyderabad",,Hyderabad,45.0 L,"Manikonda, Hyderabad",1055,4260,"Property for sale in Manikonda, Hyderabad. This 2 BHK Apartment is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 45.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 1055 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Care Hospitals - Hi-tech City, Hyderabad, Sunshine Hospitals, Gachibow...",2,17.3999951,78.3861689,https://media.istockphoto.com/id/1344083240/photo/modern-living-room.webp?a=1&b=1&s=612x612&w=0&k=20&c=2XGnOYBA8sH6kdtVwL-H3K9mXLCorltGSqFKztVGNIk=
RSV Urban Village,"5 BHK Villa for sale in Osman Nagar, Hyderabad",,Hyderabad,6.2 Cr,"Osman Nagar, Hyderabad",3800,16320,"Urban Village at Gopanpally 4BHK and Home theater. West facing villa available More About This Property Best 5 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Hyderabad's top location, Osman Nagar. The property price of this unit is Rs 6.2 Cr. Monthly maintenance costs Rs 11000. The built-up area is 3800 Square feet. There are 10 bedrooms and 5 bathroom. This property enjoys a good view and is West-facing. It is a safe premise with cctv facility. Other amenities include provisions for Gym, Garden,...",5,17.4418133,78.2782231,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
RV Akshobhya,"2 BHK Flat for sale in Bandlaguda Jagir, Hyderabad",,Hyderabad,76.5 L,"Bandlaguda Jagir, Hyderabad",1213,6310,"For those who prefer privacy and personal space along with the benefits of an apartment community.  More About This Property Check out this 2 BHK Apartment for sale in Bandlaguda, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bandlaguda is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 5. The property's price is Rs 76.5 L. Residents in this p...",2,17.3343045,78.3936455,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
NCC Cyber Urbania,"3 BHK Flat for sale in Osman Nagar, Hyderabad",,Hyderabad,1.23 Cr,"Osman Nagar, Hyderabad",2240,5500,"Property for sale in Osman Nagar, Hyderabad. This 3 BHK Apartment is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 10. This Apartment's price is Rs 1.23 Cr. Homebuyers will also need to pay Rs 3 towards maintenance. This Apartment is a spacious unit, with carpet area of 1900 Square feet and is ideal for families. The built-up area is 2240 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of f...",3,17.4418133,78.2782231,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Frontline Seven,"3 BHK Flat for sale in Kokapet, Hyderabad",,Hyderabad,2.75 Cr,"Kokapet, Hyderabad",2185,12590,"Property for sale in Kokapet, Hyderabad. This 3 BHK Apartment is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 12. This Apartment's price is Rs 2.75 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 2185 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Continental Hospitals, GLOBAL EYE HOSPITAL, and Prasad's Clinic General & Heart Care. Schools like Phoenix Greens ...",3,17.4008497,78.3384549,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
Cybercity Marina Skies,"3 BHK Flat for sale in Hitech City, Hyderabad",,Hyderabad,1.35 Cr,"Phase 2, Hitech City,Hyderabad",1450,9310,"Check out this 3 BHK Apartment for sale in Hitec City, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Hitec City is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 31. The property's price is Rs 1.35 Cr. This property is a modern-day abode, with 1450 Square feet built-up area. Educational institutions are closeby with schools such as Seasons In...",3,17.449491,78.3742258,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Honer Aquantis,"3 BHK Flat for sale in Nallagandla, Hyderabad",,Hyderabad,1.4 Cr,"Nallagandla, Hyderabad",1785,7840,"3 BHK Apartment for sale in Gopanpally, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Gopanpally which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Gopanpally. The property is on floor 5 and the total number of floors is 30. This 3 BHK Apartment is available at a reasonable price of Rs 1.5 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1785 Square feet. This property has provision for 3 bathroom. It e...",3,17.4774828,78.3060359,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
SNR The Elite,"2 BHK Flat for sale in Nallagandla, Hyderabad",,Hyderabad,85.0 L,"Nallagandla, Hyderabad",1290,6590,"A 2 BHK Apartment for sale in Gopanpally, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Gopanpally's most desired properties. Contact now for more information. This 2 BHK unit is on floor 8. There are 9 floors in this property. The price of this Apartment is Rs 85.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 1290 Square feet. There are 2 bedrooms. This residential property is near JAWAHAR NAVODAYA VIDYALAYA RANGAREDDY, Kinderkare Preschool and Daycare, and EuroKids. It is also close ...",2,17.4774828,78.3060359,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTO5l08yRo40xUqUUbZgrXg8wC8QSgpZ5atYg&s
Vasavi Signature,"3 BHK Flat for sale in Kukatpally, Hyderabad",,Hyderabad,1.78 Cr,"Kukatpally Housing Board Colony, Kukatpally,Hyderabad",2090,8500,"3 BHK Apartment for sale in Kukatpally, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kukatpally which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Kukatpally. The property is on floor 5 and the total number of floors is 9. This 3 BHK Apartment is available at a reasonable price of Rs 1.78 Cr. Residents also need to pay maintenance charges of Rs 2000. It is a very spacious property, spread over 1680 Square feet. The built-up area is 2...",3,17.4922068,78.3973638,https://images.pexels.com/photos/221540/pexels-photo-221540.jpeg?auto=compress&cs=tinysrgb&w=1200
Hallmark Skyrena,"3 BHK Flat for sale in Narsingi, Hyderabad",,Hyderabad,1.12 Cr,"Narsingi, Hyderabad",1635,6850,"Check out this 3 BHK Apartment for sale in Narsingi, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Narsingi is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 12. The total number of floors in this project is 15. The property's price is Rs 1.12 Cr. This property is a modern-day abode, with 1635 Square feet built-up area. Educational institutions are closeby with schools such as Oakridge Inte...",3,17.3996471,78.351242,https://images.unsplash.com/photo-1611444143036-6678f7f94652?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
NCC Cyber Urbania,"3 BHK Flat for sale in Osman Nagar, Hyderabad",,Hyderabad,1.15 Cr,"Osman Nagar, Hyderabad",2240,5130,"One of the finest property in Osman Nagar is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 10 storeyed building. The price of this Apartment is Rs 1.15 Cr. Other charges when you move into this property include maintenance, which is Rs 3700. This Apartment is spacious with a built-up area of 2240 Square feet. The carpet area is 2240 Square feet. There are 3 bedrooms and 4 bathroom. This property ensures you are a quick distance away from the city's best schools such as JAWAHAR NAVODAYA VIDYALAYA RANGAREDDY, KGBV School ...",3,17.4418133,78.2782231,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
NCC Cyber Urbania,"3 BHK Flat for sale in Osman Nagar, Hyderabad",,Hyderabad,1.06 Cr,"Osman Nagar, Hyderabad",2240,4730,"Looking for a 3 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 3 BHK property in Hyderabad's finest location, Osman Nagar. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 10 floors. This Apartment is available at a reasonable price of Rs 1.06 Cr. The built up area of this property is 2240 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as JAWAHAR NAVODAYA VIDYALAYA RANGAREDDY, KGBV School RC Puram, and Dnreddy. Medical facility is also close at hand with names like Ak...",3,17.4418133,78.2782231,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Fortune Green Mayura,"2 BHK Flat for sale in Bachupally, Hyderabad",,Hyderabad,85.0 L,"Bachupally, Hyderabad",1192,7130,"Check out this 2 BHK Apartment for sale in Bachupally, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bachupally is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 5. The property's price is Rs 85.0 L. This property is a modern-day abode, with 1192 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Residents in this Apartment ca...",2,17.5423902,78.3854429,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
ASBL Spire,"3 BHK Flat for sale in Kokapet, Hyderabad",,Hyderabad,1.8 Cr,"Kokapet, Hyderabad",2240,8040,"3 BHK Apartment for sale in Kokapet, Hyderabad. This 3 BHK unit is available in Kokapet and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kokapet. It is on floor 22. The total number of floors is 39. The price of this Apartment is Rs 1.8 Cr. Residents in this project also pay monthly maintenance charges of Rs 5000. The built-up area is 2240 Square feet. There are 3 bedrooms and 3 bathroom. The property is East-facing. This building is equipped with lift. ...",3,17.4008497,78.3384549,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
Indis VB City,"2 BHK Flat for sale in Bolarum, Hyderabad",,Hyderabad,53.0 L,"Railway Employees Colony, Bolarum,Hyderabad",842,6290,"Looking for a 2 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 2 BHK property in Hyderabad's finest location, Bolarum. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. This Apartment is available at a reasonable price of Rs 53.0 L. The built up area of this property is 842 Square feet. It is spacious for a family and this property has a carpet area of 651 Square feet. This property is East facing. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. O...",2,17.5379769,78.5095908,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
