PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
SSPDL Crecent,"3 BHK Flat for sale in Kelambakkam, Chennai",Chennai,,44.0 L,"Kelambakkam, Chennai",1237,3560,"A 3 BHK Apartment for sale in Kelambakkam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Kelambakkam's most desired properties. Contact now for more information. This 3 BHK unit is on floor 3. There are 4 floors in this property. The price of this Apartment is Rs 44.0 L. Each unit has a built-up area of 1237 Square feet. The carpet area is 1237 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near E2E INSTITUTE, KIDZEE KELAMBAKKAM, and Kidzee Padur & Kelambakkam....",3.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTem4jAshPAqwp9TFZHOe5Ur3KGxxXWB8-f-A&s
Isha Code Field Phase II,"2 BHK Villa for sale in Pudupakkam, Chennai",Chennai,,57.0 L,"Pudupakkam, Chennai",979,5820,"Gated Locality, Gym, Club House, Swimming Pool, Park, Basket Ball, Tennis, Foot Ball, Badminton Court. More About This Property 2 BHK Villa for sale in Chennai. This property is in Pudupakkam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 57.0 L. Monthly maintenance charges come to Rs 3000. It is best suited for all kinds of families. Because this property is spacious, with a buil...",2.0,13.06124,80.27017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
ProvidentCosmo City,"3 BHK Flat for sale in Pudupakkam, Chennai",Chennai,,41.0 L,"Pudupakkam, Chennai",1064,3850,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Chennai's top location, Pudupakkam. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 41.0 L. The built-up area is 1064 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Murray Rabindra Matriculation School, PSBB Siruseri School, and St. Francis De Sales Matriculation School. Healthcare facili...",3.0,13.06124,80.27017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
VGN Royale,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,41.0 L,"Avadi, Chennai",902,4540,"One of the finest property in Avadi is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 41.0 L. Other charges when you move into this property include maintenance, which is Rs 1855. This Apartment is spacious with a built-up area of 902 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as VGN Chinmaya Vidyalaya School, Avadi, JAIGOPAL GARODIA VIVEKANANDA VIDYALAYA, and Nazareth Matric...",2.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNKpNBASdiLZdhZBo7TnqnUHUXaIm6xFNTkwaZZVGwMXfDdsZbQX9XxgQ&s
MP Tilda,"1 BHK Flat for sale in Kundrathur, Chennai",Chennai,,18.5 L,"Kundrathur, Chennai",480,3850,"A 1 BHK Apartment for sale in Kundrathur, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Kundrathur's most desired properties. Contact now for more information. This 1 BHK unit is on floor 0. There are 2 floors in this property. The price of this Apartment is Rs 18.5 L. Each unit has a built-up area of 480 Square feet. The carpet area is 420 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near Sri Krish International School, Peace On Green Earth Public School, and...",1.0,12.9920469,80.1215648,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbGTZSL1OiofYCjJvDIL40aAzI8iTWv6erpw&s
AVR Coasta,"3 BHK Villa for sale in Mogappair, Chennai",Chennai,,75.0 L,"Mogappair, Chennai",1250,6000,"3 BHK Villa for sale in Mogappair, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Mogappair which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Mogappair. This 3 BHK Villa is available at a reasonable price of Rs 75.0 L. It is a very spacious property, spread over 1025 Square feet. The built-up area is 1250 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nea...",3.0,13.0872613,80.1985693,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
Akay Flats,"2 BHK Flat for sale in Kelambakkam, Chennai",Chennai,,35.0 L,"Kelambakkam, Chennai",690,5070,"2 BHK Apartment for sale in Kelambakkam, Chennai. This 2 BHK unit is available in Kelambakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kelambakkam. It is on floor 2. The total number of floors is 15. The price of this Apartment is Rs 35.0 L. The built-up area is 690 Square feet. This property is at a walking distance from Chettinad Hospital And Research Institute, Chettinad Health City, and SUPREME SPECIALITY HOSPITALS. The city's best schools su...",2.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Varadharajapuram, Chennai","3 BHK Flat for sale in Varadharajapuram, Chennai",Chennai,,50.0 L,"Varadharajapuram, Chennai",1200,4170,"One of the finest property in Varadharajapuram is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 2 storeyed building. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 1200 Square feet. The carpet area is 1000 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Team Educational Institute, Shree Niketan Patasala, and Seshavalli Vaishanava Public School...",3.0,12.9275987,80.2057473,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Optima Upgrade,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,45.0 L,"Avadi, Chennai",915,4920,"2 BHK Apartment for sale in Avadi, Chennai. This 2 BHK unit is available in Avadi and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Avadi. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 45.0 L. Residents in this project also pay monthly maintenance charges of Rs 2060. It is a good, spacious Apartment unit with carpet area of 915 Square feet. The built-up area is 915 Square feet. There are 2 bedrooms and 2 bathroom. Th...",2.0,13.0151151,80.1923846,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&w=1200
"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",Chennai,,1.05 Cr,"Manthope Colony, Ashok Nagar,Chennai",960,10940,"Check out this 2 BHK Apartment for sale in Ashok Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Ashok Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 0. The total number of floors in this project is 2. The property's price is Rs 1.05 Cr. This property is a modern-day abode, with 960 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Educational institutions are clo...",2.0,13.0373996,80.2163947,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy4aXNB_08CmR2L_5jbJKvCTRkSAUaNstOuA&s
"Manthope Colony, Ashok Nagar,Chennai","2 BHK Flat for sale in Ashok Nagar, Chennai",Chennai,,1.05 Cr,"Manthope Colony, Ashok Nagar,Chennai",960,10940,"2 BHK Apartment for sale in Chennai. This property is in Ashok Nagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 0. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 1.05 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 960 Square feet. It has 2 bathroom and 2 bedrooms. Some of ...",2.0,13.0373996,80.2163947,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Newry Triton,"3 BHK Flat for sale in Avadi, Chennai",Chennai,,68.0 L,"Avadi, Chennai",1403,4850,"Looking for a 3 BHK Apartment for sale in Chennai? Your search ends here. Buy this 3 BHK property in Chennai's finest location, Avadi. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 68.0 L. Maintenance charges in this property is Rs 3510. The built up area of this property is 1403 Square feet. It is spacious for a family and this property has a carpet area of 1175 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Mahalaksh...",3.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
"Guduvancheri, Chennai","2 BHK Flat for sale in Guduvancheri, Chennai",Chennai,,29.0 L,"Guduvancheri, Chennai",814,3560,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Guduvancherry. It is situated on floor 2. The total number of floors in this Apartment is 2. The property price of this unit is Rs 29.0 L. Monthly maintenance costs Rs 650. The carpet area of this unit is 675 Square feet. The built-up area is 814 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Guduvancheri Boys Higher Secondary Scho...",2.0,12.8439997,80.0603546,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
Amarprakash Temple Waves,"3 BHK Flat for sale in Thandalam, Chennai",Chennai,,51.11 L,"Thandalam, Chennai",911,5610,"Looking for a good 3 BHK Apartment in Thandalam, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 6. Total number of floors is 7. Maintenance charges of this property is Rs 2275. This Apartment is available for Rs 51.11 L. This modern unit has a built-up area of 911 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Kundrathur Primary Health Centre, Sri jaya Hospital, and Baskar Hospital. Established schools, such as Sivanthi School, Peace On Green Earth Pub...",3.0,13.0011821,80.1262072,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Maraimalai Nagar, Chennai","2 BHK Villa for sale in Maraimalai Nagar, Chennai",Chennai,,46.0 L,"Maraimalai Nagar, Chennai",1200,3830,"Check out this 2 BHK Villa for sale in Maraimalai Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Villa is perfect for a modern-day lifestyle. Maraimalai Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Villa for sale now. The property's price is Rs 46.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1200 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Educational institutions are closeby with schools su...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
Ashwanth Vedas,"2 BHK Flat for sale in Kolathur, Chennai",Chennai,,74.0 L,"Lakshmipuram, Kolathur,Chennai",1150,6430,"2 BHK Apartment for sale in Lakshmipuram, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Lakshmipuram which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Lakshmipuram. The property is on floor 1 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 74.0 L. Residents also need to pay maintenance charges of Rs 3000. It is a very spacious property, spread over 950 Square feet. The built-up area is 1...",2.0,13.1304812,80.2133666,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
SBN Sree Bhoomi Neela Enclave,"2 BHK Flat for sale in Siruseri, Chennai",Chennai,,45.0 L,"Siruseri, Chennai",830,5420,"Looking for a good 2 BHK Apartment in Siruseri, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. This Apartment is available for Rs 45.0 L. This modern unit has a built-up area of 830 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Sri Isari Velan Mission Hospital, Madhura Hospital, and Government Hospital. Established schools, such as PSBB Siruseri School, TATVA School, and Anselto High School are also close-by",2.0,12.8282728,80.2203926,https://media.istockphoto.com/id/1184204517/photo/modern-scandinavian-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=CZzR0EteHu-3vbyM0QFffaI0i-Db_gSNl1ltQW8kxxo=
Narmada Apartment,"2 BHK Flat for sale in Anna Nagar, Chennai",Chennai,,89.0 L,"Anna Nagar, Chennai",857,10380,"Check out this 2 BHK Apartment for sale in Anna Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Anna Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 89.0 L. Residents in this property pay Rs 1750 towards maintenance. This property is a modern-day abode, with 857 Square feet built-up area. The unit has 2 ...",2.0,13.0872004,80.2164421,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
Vaikund Sundaram by Vaikund Estates,"2 BHK Flat for sale in Karapakkam, Chennai",Chennai,,70.0 L,"Karapakkam, Chennai",1240,5640,"2 BHK Apartment for sale in Karapakkam, Chennai. This 2 BHK unit is available in Karapakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Karapakkam. It is on floor 1. The total number of floors is 2. The price of this Apartment is Rs 70.0 L. Residents in this project also pay monthly maintenance charges of Rs 2000. The built-up area is 1240 Square feet. This property is at a walking distance from Chettinad Health City, Sugam Hospital, and Swaram Spec...",2.0,12.9117073,80.2277203,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
CasaGrand Castle,"2 BHK Flat for sale in Kolapakkam, Chennai",Chennai,,85.0 L,"Dharmarajapuram, Kolapakkam,Chennai",941,9030,"2 BHK Apartment for sale in Kolapakkam, Chennai. This 2 BHK unit is available in Kolapakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kolapakkam. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 85.0 L. Residents in this project also pay monthly maintenance charges of Rs 2500. It is a good, spacious Apartment unit with carpet area of 621 Square feet. The built-up area is 941 Square feet. There are 2 bedrooms and...",2.0,13.0117395,80.1630002,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7R0g7vak7sZWKE5sAPTMMaCGPMyr12pD-aw&s
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,"2 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",Chennai,,31.0 L,"Mambakkam-Chengalpattu , Chennai",625,4960,"Looking for a good 2 BHK Apartment in Mambakkam, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. This Apartment is available for Rs 31.0 L. This modern unit has a built-up area of 625 Square feet. It is very close to some of city's best hospitals, such as, Kathir Memorial Hospital. Established schools, such as Vellamal Global School, Velammal Vidyashram, and Maharishi Vidya Mandir are also close-by",2.0,12.8420834,80.1552761,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRGU_zy1A-zstcvQn07U5GeCN8b49B29J4Yg&s
Viswak Meadow Lands,"2 BHK Flat for sale in Maduravoyal, Chennai",Chennai,,78.0 L,"Alapakkam, Maduravoyal,Chennai",801,9740,"One of the finest property in Maduravoyal is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 2 storeyed building. The price of this Apartment is Rs 78.0 L. This Apartment is spacious with a built-up area of 801 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Devi Academy Senior Secondary School, Vani Vidyalaya Senior Secondary & Junior College, and Sri Aathithiya Matriculation Higher Secondary School. It is also close to good and re...",2.0,13.0562072,80.1586923,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
Arun Excello Compact Homes Sankara,"2 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",Chennai,,31.25 L,"Mambakkam-Chengalpattu , Chennai",625,5000,"2 BHK Apartment for sale in Chennai. This property is in Mambakkam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 4. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 31.25 L. Monthly maintenance charges come to Rs 1315. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 625 Square feet....",2.0,12.8420834,80.1552761,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy4aXNB_08CmR2L_5jbJKvCTRkSAUaNstOuA&s
VGN Coasta,"3 BHK Flat for sale in Muttukadu, Chennai",Chennai,,1.3 Cr,"Muttukadu, Chennai",1540,8440,"3 BHK Apartment for sale in Chennai. This property is in Muttukadu, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 6. The total number of floors in this Apartment is 11. The price of the Apartment is Rs 1.3 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1540 Square feet. It has 2 bathroom and 3 bedrooms. Some of t...",3.0,12.8059018,80.2422023,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Radiance Ivy Terrace,"2 BHK Flat for sale in Egattur, Chennai",Chennai,,76.0 L,"Egattur, Chennai",1439,5280,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Egatoor. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 10 floors. This Apartment is available at a reasonable price of Rs 76.0 L. Maintenance charges in this property is Rs 3000. The built up area of this property is 1439 Square feet. It is spacious for a family and this property has a carpet area of 1250 Square feet. There are 2 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Hirana...",2.0,12.8358863,80.2295898,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Kamaraj Nagar, Perungudi,Chennai","2 BHK Flat for sale in Perungudi, Chennai",Chennai,,70.0 L,"Kamaraj Nagar, Perungudi,Chennai",1080,6480,"Perungudi WTC building back side to BHK to bathroom peringudi Raju Nagar East facing car parking lift power backup More About This Property 2 BHK Apartment for sale in Perungudi, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Perungudi which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Perungudi. The property is on floor 3 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 70.0 L. Residents a...",2.0,12.9669625,80.1912811,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
Hansa Pearl,"3 BHK Flat for sale in Bharathi Nagar, Chennai",Chennai,,72.0 L,"Bharathi Nagar, Chennai",1309,5500,"3 BHK Apartment for sale in Chennai. This property is in Tambaram, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 1. The total number of floors in this Apartment is 1. The price of the Apartment is Rs 72.0 L. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1309 Square feet. ...",3.0,13.0953276,80.2279891,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEvcjWX9CvhOfBspzaLbqRtC1ffyzJPy_vOA&s
Ganesh,"2 BHK Flat for sale in Chembarambakkam, Chennai",Chennai,,34.0 L,"Chembarambakkam, Chennai",1042,3260,"2 BHK Apartment for sale in Chennai. This property is in Chembarambakkam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 2. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 34.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1042 Square feet. Some of the very well-known and repute...",2.0,13.016769,80.1367942,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
Amarprakash Temple Waves,"3 BHK Flat for sale in Thandalam, Chennai",Chennai,,41.0 L,"Thandalam, Chennai",1050,3900,"Property for sale in Thandalam, Chennai. This 3 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 7. This Apartment's price is Rs 41.0 L. Homebuyers will also need to pay Rs 2200 towards maintenance. This Apartment is a spacious unit, with carpet area of 996 Square feet and is ideal for families. The built-up area is 1050 Square feet. The property has 3 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous ...",3.0,13.0011821,80.1262072,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
Asset ATH Sigma by Asset Tree Homes,"3 BHK Flat for sale in Anna Nagar West, Chennai",Chennai,,95.0 L,"Thirumangalam, Anna Nagar West,Chennai",1100,8640,"Check out this 3 BHK Apartment for sale in Anna Nagar West, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Anna Nagar West is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 95.0 L. This property is a modern-day abode, with 1100 Square feet built-up area. Educational institutions are closeby with schools such as Velamm...",3.0,13.085253,80.2015898,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
Dream Veppampattu Villas,"2 BHK Villa for sale in Veppampattu, Chennai",Chennai,,39.0 L,"Veppampattu, Chennai",999,3900,"Looking for a good 2 BHK Villa in Veppampattu, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 5000. This Villa is available for Rs 39.0 L. This modern unit has a built-up area of 999 Square feet. The carpet area of this Villa is 888 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Bethestha Hospital, Parvathee hospital, and Lychee Clinic-best acupuncture clinic in india-best acupuncture training institute in india. Established schools, ...",2.0,13.1258146,80.010147,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
Dream Veppampattu Villas,"1 BHK Independent House for sale in Veppampattu, Chennai",Chennai,,27.0 L,"Veppampattu, Chennai",680,3970,"1 BHK Independent House for sale in Chennai. This property is in Veppampattu, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 27.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 680 Square feet. The carpet area is 270 Square feet. It has 2 bathroom and 1 bedroom. Some of...",1.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
Kala Flats,"2 BHK Flat for sale in KK Nagar, Chennai",Chennai,,95.0 L,"Bharathidasan Colony, KK Nagar,Chennai",831,11430,"Check out this 2 BHK Apartment for sale in K K Nagar, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. K K Nagar is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 95.0 L. Residents in this property pay Rs 1000 towards maintenance. This property is a modern-day abode, with 831 Square feet built-up area. The carpet-area i...",2.0,12.9822575,80.2602541,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ-q8tz9MVUn4YbXb-PK4rdR5mtDaJK_ODRr80Z5mbeHhooIxAIO0oZ2c&s
Appaswamy Mapleton,"3 BHK Flat for sale in Pallikaranai, Chennai",Chennai,,90.0 L,"Pallikaranai, Chennai",1346,6690,"Property for sale in Pallikaranai, Chennai. This 3 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 9. The total number of floors in this building is 11. This Apartment's price is Rs 90.0 L. Homebuyers will also need to pay Rs 4300 towards maintenance. The built-up area is 1346 Square feet. The property has 3 bedrooms and 2 bathroom. This unit enjoys a good view and is a West facing property. This residential building in Pallikaranai, Chennai has lift facility. There is dedicated space for sports ...",3.0,12.9304748,80.2077692,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
"Maraimalai Nagar, Chennai","2 BHK Villa for sale in Maraimalai Nagar, Chennai",Chennai,,36.0 L,"Maraimalai Nagar, Chennai",800,4500,"2 BHK Villa for sale in Maraimalai Nagar, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Maraimalai Nagar which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Maraimalai Nagar. This 2 BHK Villa is available at a reasonable price of Rs 36.0 L. Residents also need to pay maintenance charges of Rs 100. It is a very spacious property, spread over 200 Square feet. The built-up area is 800 Square feet. An attached servant room is available with this p...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1aGsF7DBNe9YwgWX48m7HmGLG2aRBxTMf8SD4P6qvyPqG0Z9vXxAaRZk&s
