PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Shriram Southern Crest,Bangalore,"3 BHK Flat for sale in JP Nagar, Bangalore",,2.25 Cr,"7th Phase, JP Nagar,Bangalore",1750,12860,"This 3 BHK flat is located in Shriram Southern Crest, which houses some of the most spacious flats in Jp nagar, Bangalore south. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a Super built up area of 1750 sq.ft. The property is located on the 12th floor of a 17 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. Many of the modern amenities being offered, like Swimming Pool, Club house / Community Center, CCTV Surveillance, Fitness Centre / GYM, Park and Lift(s), will provide a pleasant living exp...",3.0,12.8977428,77.585959,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Chandra Layout, Attiguppe,Bangalore",Bangalore,"5 BHK Independent House for sale in Attiguppe, Bangalore",,2.25 Cr,"Chandra Layout, Attiguppe,Bangalore",3600,6250,"5 BHK Independent House for sale in Bengaluru. This property is in Attiguppe, which is a coveted investment location. This tastefully designed 5 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 5 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 2.25 Cr. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 3600 Square feet. The carpet area is 3500 Square feet. It has 5 bathroom and 5 bedrooms. S...",5.0,12.9537606,77.5236583,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
Shriram Southern Crest,Bangalore,"2 BHK Flat for sale in Kumaraswamy Layout, Bangalore",,1.25 Cr,"Ilyas Nagar, Kumaraswamy Layout,Bangalore",1300,9620,"A very cosy two bedroom with a good view. It is a very good location to start a family as schools are very closeby. The apartment is new, clean and neat. It is available at a very affordable price as there is an urgency to sell. More About This Property Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Kumaraswamy Layout. It is situated on floor 7. The total number of floors in this Apartment is 18. The property price of this unit is Rs 1.25 Cr. The carpet area o...",2.0,12.9070386,77.569309,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
"Hennur, Bangalore",Bangalore,"5 BHK Villa for sale in Hennur, Bangalore",,3.5 Cr,"Hennur, Bangalore",4500,7780,"Property for sale in Hennur, Bengaluru. This 5 BHK Villa is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 3.5 Cr. The built-up area is 4500 Square feet. The property has 5 bedrooms and 5 bathroom. This Villa is strategically located within close distance of famous healthcare centres such as Motherhood Hospital, Gynecologist & Pediatrician HRBR Layout, Cloudnine Hospital - HRBR, and Shishuka Children's Speciality Hospital. Schools like New Baldwin International School Banaswadi, Sri Balaji Motor Driv...",5.0,13.0258087,77.6305067,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
Indya Estates The Greens Maple,Bangalore,"2 BHK Flat for sale in Attibele, Bangalore",,32.0 L,"Attibele, Bangalore",925,3460,"Property for sale in Attibele, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 9. This Apartment's price is Rs 32.0 L. Homebuyers will also need to pay Rs 5000 towards maintenance. This Apartment is a spacious unit, with carpet area of 500 Square feet and is ideal for families. The built-up area is 925 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famou...",2.0,12.7751249,77.7709216,https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
Mahaveer Turquoise,Bangalore,"2 BHK Flat for sale in Basapura, Bangalore",,40.0 L,"Basapura, Bangalore",670,5970,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Basapura. This is an owner listed property and there is no brokerage involved. It is on floor 0 out of 3 floors. This Apartment is available at a reasonable price of Rs 40.0 L. The built up area of this property is 670 Square feet. It is spacious for a family and this property has a carpet area of 650 Square feet. There are 2 bedrooms and 1 bathroom. There are a number of reputed schools in the vicinity such as Sorsfort International School, Hello Kids - Champs, a...",2.0,12.8692966,77.6497516,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
"Bommasandra Industrial Area, Bommasandra,Bangalore",Bangalore,"2 BHK Flat for sale in Bommasandra, Bangalore",,35.0 L,"Bommasandra Industrial Area, Bommasandra,Bangalore",800,4380,"BMRDA approved flats for sale near IT hubs and close to metro.
Spacious 2 and 2.5BHK flats available for sale @35 lakh onwards.
10+ amenities are available with gated community.
Well connected to Bommasandra metro station and upcoming hosur airport.
Few flats are left, so come and grab it soon.
 More About This Property 2 BHK Apartment for sale in Electronic City, Bengaluru. This 2 BHK unit is available in Electronic City and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for ...",2.0,12.8139889,77.6952319,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Lakshmi Narasimha Builders Sannidhi by LN Builders,Bangalore,"2 BHK Flat for sale in Bommanahalli, Bangalore",,60.0 L,"Bommanahalli, Bangalore",1000,6000,"Looking for a good 2 BHK Apartment in Bommanahalli, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. This Apartment is available for Rs 60.0 L. This modern unit has a built-up area of 1000 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Devi Eye Hospital (HSR Layout), Narayana Multispeciality Hospital, HSR Layout, and Sankalp Nethralaya and Polyclinic. Established schools, such as EuroSchool HSR - ICSE/ISC (formerly Cam...",2.0,12.9089453,77.6239038,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
Confident Rigel Apartment,Bangalore,"2 BHK Flat for sale in Sarjapur, Bangalore",,46.0 L,"Sarjapur, Bangalore",1134,4060,"A 2 BHK Apartment for sale in Sarjapur, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Sarjapur's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 14 floors in this property. The price of this Apartment is Rs 46.0 L. Maintenance charges come to Rs 3800. Each unit has a built-up area of 1134 Square feet. The carpet area is 907 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Indus International School, Banga...",2.0,12.9322819,77.6837245,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Veer Sandra, Electronic City,Bangalore",Bangalore,"2 BHK Flat for sale in Electronic City, Bangalore",,37.0 L,"Veer Sandra, Electronic City,Bangalore",858,4310,"Few flats are left, so come and book flat for the best deal..
price is starts from 35 lakh onwards.
Comes with 10+ amenities with 24/7 security and comfort life.
Well connected to Bommasandra metro station and upcoming hosur airport.
BMRDA and RERA approved project. More About This Property Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Electronic City. It is situated on floor 1. The total number of floors in this Apartment is 4. The property price of this uni...",2.0,12.8389813,77.6750305,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
Brigade Meadows by Brigade Enterprises Ltd,Bangalore,"2 BHK Flat for sale in Lingadheeranahalli, Bangalore",,65.0 L,"Lingadheeranahalli, Bangalore",1150,5650,"Property for sale in Kanakapura Road, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 65.0 L. The built-up area is 1150 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Ritu Hospital, Friendly Tails Pet Clinic, and Aikya Speciality Clinic and Diagnostic Centre. Schools like Gubbalala Government School, TRISHA MONTESSORI & NURSERY TEAC...",2.0,13.0026688,77.4915418,https://images.pexels.com/photos/1428348/pexels-photo-1428348.jpeg?auto=compress&cs=tinysrgb&w=800
VEE EM Residency,Bangalore,"2 BHK Flat for sale in Horamavu, Bangalore",,44.0 L,"Horamavu Agara, Horamavu,Bangalore",805,5460,"Check out this 2 BHK Apartment for sale in Horamavu, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Horamavu is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 3. The property's price is Rs 44.0 L. This property is a modern-day abode, with 805 Square feet built-up area. Educational institutions are closeby with schools such as New Baldwin Inter...",2.0,13.037817,77.6504617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZz_6-2IasnsMuCQK8DJpyBXRyt9JlDNid5w&s
Sri Nilayam,Bangalore,"2 BHK Flat for sale in Mahadevapura, Bangalore",,57.0 L,"B Narayanapura, Mahadevapura,Bangalore",1200,4750,"A 2 BHK Apartment for sale in Mahadevapura, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Mahadevapura's most desired properties. Contact now for more information. This 2 BHK unit is on floor 4. There are 4 floors in this property. The price of this Apartment is Rs 57.0 L. Each unit has a built-up area of 1200 Square feet. There are 2 bedrooms. This residential property is near Gopalan National School, Hello Kids - India, and Global City International School. It is also close to Rainbow Children's Hospitals & ...",2.0,12.9884023,77.6887098,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
"Veer Sandra, Electronic City,Bangalore",Bangalore,"2 BHK Flat for sale in Electronic City, Bangalore",,37.0 L,"Veer Sandra, Electronic City,Bangalore",858,4310,"Last chance to own flats for sale in prime location in Bangalore.
Price is starts from 35 lakh onwards.
10+ amenities are available with 24/7 security and comfort life.
Few kms from Electronic city IT hub.
BMRDA and RERA approved project. More About This Property 2 BHK Apartment for sale in Electronic City, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Electronic City which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Electronic City....",2.0,12.8389813,77.6750305,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
Akshaya Residency,Bangalore,"2 BHK Flat for sale in Hebbal, Bangalore",,55.0 L,"Chamundi Nagar, Hebbal,Bangalore",900,6110,"Property for sale in Hebbal, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 55.0 L. The built-up area is 900 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Bangalore Baptist Hospital, Manipal Hospital Hebbal, and Ramaiah Memorial Hospital. Schools like Bangalore Education Guide Line Pvt Ltd, Kendriya Vidyalaya Hebbala, and Air Forc...",2.0,13.0252119,77.59647,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
DSR White Waters I,Bangalore,"2 BHK Flat for sale in Gunjur Palya, Bangalore",,65.0 L,"Gunjur Palya, Bangalore",1109,5860,"2 BHK Apartment for sale in Gunjur Palya, Bengaluru. This 2 BHK unit is available in Gunjur Palya and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Gunjur Palya. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 68.0 L. Residents in this project also pay monthly maintenance charges of Rs 3400. The built-up area is 1109 Square feet. There are 2 bedrooms and 2 bathroom. The property is East-facing. This building is equippe...",2.0,12.9228378,77.7188315,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
"Veer Sandra, Electronic City,Bangalore",Bangalore,"2 BHK Flat for sale in Electronic City, Bangalore",,37.0 L,"Veer Sandra, Electronic City,Bangalore",858,4310,"Ready to move flats for sale in prime location in Bangalore.
Price is starting from 35 lakh onwards.
Comes with 10+ amenities with 24/7 security and comfort life.
Few kms from Electronic city IT hub.
BMRDA and RERA approved project.
Few flats are left, so come and book flat for the best deal.
 More About This Property Property for sale in Electronic City, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price...",2.0,12.8389813,77.6750305,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
Lake View Residency,Bangalore,"7 BHK Independent House for sale in Yelahanka, Bangalore",,2.0 Cr,"Chowdeshwari Layout, Yelahanka,Bangalore",4000,5000,"7 BHK Independent House for sale in Yelahanka, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Yelahanka which is a promising investment destination in Bengaluru. This might be your chance to grab the best 7 BHK property for sale in Yelahanka. This 7 BHK Independent House is available at a reasonable price of Rs 2.0 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 4000 Square feet. This property has provision for 7 bathroom. It enjoys a strategic location with many reputed...",7.0,13.0955168,77.5781297,https://images.pexels.com/photos/271624/pexels-photo-271624.jpeg?auto=compress&cs=tinysrgb&w=800
Sashank Aavaas,Bangalore,"3 BHK Flat for sale in Veerasagara, Bangalore",,75.0 L,"Veerasagara, Bangalore",1515,4950,"3 BHK Apartment for sale in Veerasagara, Bengaluru. This 3 BHK unit is available in Veerasagara and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Veerasagara. It is on floor 4. The total number of floors is 4. The price of this Apartment is Rs 75.0 L. Residents in this project also pay monthly maintenance charges of Rs 3000. The built-up area is 1515 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from IAIM Healthc...",3.0,13.2197317,77.2045665,https://images.unsplash.com/photo-1649083048381-520a5b3d91ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Pratham Casa Serene,Bangalore,"2 BHK Flat for sale in T Dasarahalli, Bangalore",,78.0 L,"Prashanth Nagar, T Dasarahalli,Bangalore",1400,5570,"2 BHK Apartment for sale in T Dasarahalli, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in T Dasarahalli which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in T Dasarahalli. The property is on floor 4 and the total number of floors is 14. This 2 BHK Apartment is available at a reasonable price of Rs 81.0 L. Residents also need to pay maintenance charges of Rs 5000. The built-up area is 1400 Square feet. This property has provision for 2 ba...",2.0,12.9776188,77.5313254,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEvcjWX9CvhOfBspzaLbqRtC1ffyzJPy_vOA&s
Golden Landmark ,Bangalore,"3 BHK Flat for sale in Sunkadakatte, Bangalore",,95.0 L,"Sunkadakatte, Bangalore",1496,6350,"3 BHK Apartment for sale in Sunkadakatte, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sunkadakatte which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Sunkadakatte. The property is on floor 2 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 95.0 L. Residents also need to pay maintenance charges of Rs 3700. The built-up area is 1496 Square feet. This property has provision for 3 bathro...",3.0,12.995024,77.5065272,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
"Jayanagar, Bangalore",Bangalore,"5 BHK Independent House for sale in Jayanagar, Bangalore",,4.25 Cr,"Jayanagar, Bangalore",2300,18480,"Check out this 5 BHK Independent House for sale in Jayanagar, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 5 BHK Independent House is perfect for a modern-day lifestyle. Jayanagar is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 4.25 Cr. This property is a modern-day abode, with 2300 Square feet built-up area. Educational institutions are closeby with schools such as CADD NEST (P) Ltd.,, Bda Complex Banashankari, and Mahendra Educ...",5.0,12.9399039,77.5826382,https://images.pexels.com/photos/221540/pexels-photo-221540.jpeg?auto=compress&cs=tinysrgb&w=1200
"Veer Sandra, Electronic City,Bangalore",Bangalore,"2 BHK Flat for sale in Electronic City, Bangalore",,36.0 L,"Veer Sandra, Electronic City,Bangalore",898,4010,"2 BHK & 2.5 BHK Affordable Apartments Near Electronic City Well Connected to IT Companies Of Electronic City. All World Class Amenities Including Gym, Power backup, Children's Play Area, etc Premium Yet Affordable Flats Starting From 33 Lakhs BMRDA Approved, Home Loans Approved by SBI & HDFC Landmarks are Karnataka Housing Board Phase-1 More About This Property 2 BHK Apartment for sale in Electronic City, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Electronic City which is a promising investment destination ...",2.0,12.8389813,77.6750305,https://images.pexels.com/photos/209296/pexels-photo-209296.jpeg?auto=compress&cs=tinysrgb&w=1200
Sumadhura Lake Breeze,Bangalore,"2 BHK Flat for sale in Brookefield, Bangalore",,1.17 Cr,"Brookefield, Bangalore",1370,8540,"Property for sale in Brookefield, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 12. The total number of floors in this building is 14. This Apartment's price is Rs 1.17 Cr. Homebuyers will also need to pay Rs 5000 towards maintenance. This Apartment is a spacious unit, with carpet area of 986 Square feet and is ideal for families. The built-up area is 1370 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance o...",2.0,12.9638143,77.7224369,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
"Hoodi, Bangalore",Bangalore,"4 BHK Villa for sale in Hoodi, Bangalore",,1.7 Cr,"Hoodi, Bangalore",1400,12140,"A 4 BHK Villa for sale in Hoodi, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Hoodi's most desired properties. Contact now for more information. There are 2 floors in this property. The price of this Villa is Rs 1.7 Cr. Each unit has a built-up area of 1400 Square feet. The carpet area is 1200 Square feet. This East-facing property has an excellent view. There are 4 bedrooms. There is provision for 4 bathroom. This property is also equipped with a servant room. This residential property is near Florence High ...",4.0,12.9959233,77.7192796,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Mahaveer Gardenia,Bangalore,"2 BHK Flat for sale in Kumaraswamy Layout, Bangalore",,60.0 L,"Stage 1, Kumaraswamy Layout,Bangalore",1150,5220,"Check out this 2 BHK Apartment for sale in Kumaraswamy Layout, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Kumaraswamy Layout is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 60.0 L. Residents in this property pay Rs 2500 towards maintenance. This property is a modern-day abode, with 1150 Square feet built-up ...",2.0,12.9067683,77.5595021,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
Modern 312 West,Bangalore,"3 BHK Flat for sale in Kada Agrahara, Bangalore",,75.0 L,"Kada Agrahara, Bangalore",1263,5940,"Looking for a good 3 BHK Apartment in Sompura, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. Maintenance charges of this property is Rs 3000. This Apartment is available for Rs 75.0 L. This modern unit has a built-up area of 1263 Square feet. The carpet area of this Apartment is 865 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Spandana Hospital, Kottakal Arya Vaidya Sala, and TWACHAA ADVANCED HAIR AND SKIN CLINIC....",3.0,13.0815051,77.69505,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7R0g7vak7sZWKE5sAPTMMaCGPMyr12pD-aw&s
MC Jyothi Clique,Bangalore,"3 BHK Flat for sale in Kaggadasapura, Bangalore",,62.0 L,"Kaggadasapura, Bangalore",1460,4250,"Looking for a 3 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 3 BHK property in Bengaluru's finest location, Kaggadasapura. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 62.0 L. The built up area of this property is 1460 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Gopalan National School, Global City International School, and Kendriya Vidyalaya DRDO. Medical facility is also close at hand with...",3.0,12.9846713,77.6790908,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDraQ5G3s2YOBtmzqzFlkkpdwGrflfHHsf2Q&s
SCC Sapphire by SCC Group,Bangalore,"3 BHK Flat for sale in Yelahanka, Bangalore",,70.0 L,"Yelahanka, Bangalore",1579,4430,"One of the finest property in Yelahanka is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 70.0 L. This Apartment is spacious with a built-up area of 1579 Square feet. This property ensures you are a quick distance away from the city's best schools such as Kendriya Vidyalaya CRPF Yelahanka, Government Telugu Higher Primary School, and Planet Kids Preschool. It is also close to good and reputed hospitals like K K Hospital, Navachethana Hospital, and Dr.Agarwals Eye Hos...",3.0,12.9881567,77.6226,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw2iXIZVFA_AzYlVlNBeexN_3Vow31IMrX0ZBHrKYQhbIHR7ENHozv66w&s
"Phase 2, Tejaswini Nagar,Bangalore",Bangalore,"3 BHK Flat for sale in Tejaswini Nagar, Bangalore",,85.0 L,"Phase 2, Tejaswini Nagar,Bangalore",1415,6010,"Check out this 3 BHK Apartment for sale in Tejaswini Nagar, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Tejaswini Nagar is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 3. The property's price is Rs 85.0 L. Residents in this property pay Rs 3500 towards maintenance. This property is a modern-day abode, with 1415 Square feet built-up area. ...",3.0,12.8601269,77.6053051,https://images.unsplash.com/photo-1611444143036-6678f7f94652?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Harmony,Bangalore,"1 BHK Flat for sale in HBR Layout, Bangalore",,50.0 L,"HBR Layout 3rd Block, HBR Layout,Bangalore",705,7090,"flat for sale in Harmony Homes, HRBR layout, Bangalore. Flat no. T-23 measuring 705 sq. ft. super built up area is one BHK flat with one D/dining, one Bedroom, kitchen, bathroom, one sitout on the second floor with a covered car park in the basement. The property has independent  electricity, water and piped gas connection. The property is a gated community with 24 hours security staff, intercom services, backup power facility, library, swimming pool, gymnasium and play areas. The property is very well maintained and equipped with good quality woodwork and kitchen and bathroom fittings. 
It is...",1.0,13.0279415,77.6282197,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
Mahaveer Galaxy,Bangalore,"1 BHK Flat for sale in Sunkalpalya, Bangalore",,25.0 L,"Sunkalpalya, Bangalore",502,4980,"Looking for a 1 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 1 BHK property in Bengaluru's finest location, Sunkalpalya. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 4 floors. This Apartment is available at a reasonable price of Rs 25.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 502 Square feet. There are a number of reputed schools in the vicinity such as CLARETIANS SISTERS, Dr Balagangadharanatha Swamiji Public School, and SJB Civil & Mechanical Block. Medical facility is also ...",1.0,12.9095981,77.4921875,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZABuUXhYCF0QqxZ8I_Mu6K8-4z67LTX_oBA&s
Sobha Hillview by Sobha Limited,Bangalore,"3 BHK Flat for sale in Lingadheeranahalli, Bangalore",,80.0 L,"Lingadheeranahalli, Bangalore",1420,5630,"3 BHK Apartment for sale in Kanakapura Road, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kanakapura Road which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Kanakapura Road. The property is on floor 11 and the total number of floors is 15. This 3 BHK Apartment is available at a reasonable price of Rs 80.0 L. The built-up area is 1420 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby li...",3.0,13.0026688,77.4915418,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"KPC Layout, Bangalore",Bangalore,"2 BHK Flat for sale in KPC Layout, Bangalore",,65.5 L,"KPC Layout, Bangalore",1150,5700,"One of the finest property in Kasavanahalli is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 12. It is a 15 storeyed building. The price of this Apartment is Rs 65.5 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1150 Square feet. This property ensures you are a quick distance away from the city's best schools such as Brs Global School, Kids castle school, and Bachpan... A Play School kasavanahalli (Sarjapur Road). It is also close to good an...",2.0,12.9058923,77.675465,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
