PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Laxmi Global Meadows,Bangalore,"2 BHK Flat for sale in Mailasandra, Bangalore",,51.0 L,"Mailasandra, Bangalore",1165,4380,"A 2 BHK Apartment for sale in Mailasandra, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Mailasandra's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 5 floors in this property. The price of this Apartment is Rs 51.0 L. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1165 Square feet. The carpet area is 1105 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near EuroKids, Rise n Shine Mont...",2.0,12.9103491,77.482325,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
BDA Flats,Bangalore,"1 BHK Flat for sale in Thippasandra, Bangalore",,20.0 L,"Thippasandra, Bangalore",405,4940,"Looking for a good 1 BHK Apartment in Thippasandra, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 6. This Apartment is available for Rs 20.0 L. This modern unit has a built-up area of 405 Square feet. It is very close to some of city's best hospitals, such as, SHANTHIGRAMA, Kshema Health Care, and Govt Veterinary Hospital. Established schools, such as Sri Sharada Vidya Mandira, Pavanya Academy, and Government Higher Primary School Thimmasandra are also close-by",1.0,12.973936,77.6509982,https://images.unsplash.com/photo-1611444143036-6678f7f94652?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,"6 BHK Independent House for sale in Banashankari, Bangalore",,3.75 Cr,"Srinivasa Nagar, Banashankari,Bangalore",1350,27780,"Property for sale in Banashankari, Bengaluru. This 6 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 3.75 Cr. The built-up area is 1350 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as NU Hospitals (South), GarbhaGudi IVF Centre, and Prakruthi Vet Hospital. Schools like Bda Complex Banashankari, Sri Mookambika School, and suchitra cinema and Cultural Academy are also nearby",6.0,12.9381755,77.5566628,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZABuUXhYCF0QqxZ8I_Mu6K8-4z67LTX_oBA&s
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,"6 BHK Independent House for sale in Banashankari, Bangalore",,3.75 Cr,"Srinivasa Nagar, Banashankari,Bangalore",1351,27760,"Best 6 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 6 BHK property for sale in one of Bengaluru's top location, Banashankari. The property price of this unit is Rs 3.75 Cr. The built-up area is 1351 Square feet. It is an ideal location for young families with kids, as this property is close to Bda Complex Banashankari, Sri Mookambika School, and suchitra cinema and Cultural Academy. Healthcare facility is also close at hand with NU Hospitals (South), GarbhaGudi IVF Centre, and Prakruthi Vet Hospital nearby",6.0,12.9381755,77.5566628,https://images.unsplash.com/photo-1628744876497-eb30460be9f6?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGJlYXV0aWZ1bCUyMGhvdXNlfGVufDB8fDB8fHww
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,"6 BHK Independent House for sale in Banashankari, Bangalore",,3.75 Cr,"Srinivasa Nagar, Banashankari,Bangalore",1352,27740,"Looking for a 6 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 6 BHK property in Bengaluru's finest location, Banashankari. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 3.75 Cr. The built up area of this property is 1352 Square feet. There are a number of reputed schools in the vicinity such as Bda Complex Banashankari, Sri Mookambika School, and suchitra cinema and Cultural Academy. Medical facility is also close at hand with names like NU Hospitals (South), GarbhaGudi IVF Cen...",6.0,12.9381755,77.5566628,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrEVcQID71Al1Cd1BGdOjKlTKcm11bQzjNGg&s
V K Siri Brundhavan,Bangalore,"9 BHK Independent House for sale in Kumaraswamy Layout, Bangalore",,3.25 Cr,"Ilyas Nagar, Kumaraswamy Layout,Bangalore",2500,13000,"A 9 BHK Independent House for sale in Kumaraswamy Layout, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 9 BHK unit with all the modern-day comforts is one of Kumaraswamy Layout's most desired properties. Contact now for more information. The price of this Independent House is Rs 3.25 Cr. Maintenance charges come to Rs 500. Each unit has a built-up area of 2500 Square feet. The carpet area is 1500 Square feet. There are 9 bedrooms. There is provision for 9 bathroom. This residential property is near Bda Complex Banashankari, Silicon City Academy Of Secondary Educa...",9.0,12.9070386,77.569309,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_wPYQK-qPTd7Wd7_gaWOxCFznuYcKfsjhw&s
The Metropolitan Seegehalli MCHS Layout,Bangalore,"2 BHK Flat for sale in Seegehalli, Bangalore",,52.0 L,"Seegehalli, Bangalore",1200,4330,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Siigehalli. It is situated on floor 2. The total number of floors in this Apartment is 5. The property price of this unit is Rs 52.0 L. Monthly maintenance costs Rs 2000. The carpet area of this unit is 1160 Square feet. The built-up area is 1200 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Jnanaganga International School, Jnan...",2.0,13.0155506,77.7630303,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
"Kodipalya, Bangalore",Bangalore,"3 BHK Independent House for sale in Kodipalya, Bangalore",,62.4 L,"Kodipalya, Bangalore",5200,1200,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Kodipalya. The property price of this unit is Rs 62.4 L. Monthly maintenance costs Rs 0. The built-up area is 5200 Square feet. It is an ideal location for young families with kids, as this property is close to BGS Public School, SJB School of Architecture and Planning, and SJB SCHOOL OF DESIGN INTERIORS. Healthcare facility is also close at hand with BGS Gleneagles Global Hospitals, BGS GIMS Hospital, and...",3.0,12.9004224,77.4871294,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
"Hongasandra, Bangalore",Bangalore,"7 BHK Independent House for sale in Hongasandra, Bangalore",,2.0 Cr,"Hongasandra, Bangalore",1200,16670,"Property for sale in Hongasandra, Bengaluru. This 7 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 2.0 Cr. The built-up area is 1200 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as Narayana Multispeciality Hospital, HSR Layout, Jayashree Multi Speciality Hospital, and Healing Earth Multispeciality Ayurveda Hospital. Schools like Royale Concorde International School, Sri Venkateshwara Public Hi...",7.0,12.8974892,77.6250869,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Kudlu, Bangalore",Bangalore,"10 BHK Independent House for sale in Kudlu, Bangalore",,1.4 Cr,"Kudlu, Bangalore",1200,11670,"Looking for a 10 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 10 BHK property in Bengaluru's finest location, Kudlu. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.4 Cr. The built up area of this property is 1200 Square feet. There are a number of reputed schools in the vicinity such as Nightingales English High School, Govt. School Play Ground, and Nightingales English High School. Medical facility is also close at hand with names like Narayana Multispeciality Hospital, HSR ...",10.0,12.8898296,77.6399476,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Kodathi, Bangalore",Bangalore,"8.5 BHK Independent House for sale in Kodathi, Bangalore",,1.5 Cr,"Kodathi, Bangalore",3600,4170,"Looking for a 8.5 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 8.5 BHK property in Bengaluru's finest location, Kodathi. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.5 Cr. The built up area of this property is 3600 Square feet. There are a number of reputed schools in the vicinity such as Delhi Public School, Gubbachi Learning Community, and Government Primary School. Medical facility is also close at hand with names like Kshema Hospital, City Clinic, and Hospital Clinic",5.0,12.8905129,77.7133427,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
"Hosakerehalli ,Dattatreya Nagar, Hosakerehalli,Bangalore",Bangalore,"7 BHK Independent House for sale in Hosakerehalli, Bangalore",,3.6 Cr,"Hosakerehalli ,Dattatreya Nagar, Hosakerehalli,Bangalore",5250,6860,"Looking for a 7 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 7 BHK property in Bengaluru's finest location, Hosakerehalli. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 3.6 Cr. Maintenance charges in this property is Rs 5000. The built up area of this property is 5250 Square feet. It is spacious for a family and this property has a carpet area of 4400 Square feet. There are 7 bedrooms and 9 bathroom. There are a number of reputed schools in the vicinity such as Bda Complex Ban...",7.0,12.9336396,77.5496602,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRGU_zy1A-zstcvQn07U5GeCN8b49B29J4Yg&s
"Kanaka Nagar, Hebbal,Bangalore",Bangalore,"1 BHK Independent House for sale in Hebbal, Bangalore",,60.0 L,"Kanaka Nagar, Hebbal,Bangalore",510,11760,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Bengaluru's top location, Hebbal. The property price of this unit is Rs 60.0 L. The carpet area of this unit is 500 Square feet. The built-up area is 510 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Little Angels School, Little Angles, and Maven's Preschool And Daycare. Healthcare facility is also close at hand with Bangalore Baptist Hospital, Co...",1.0,13.0395699,77.6073304,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
"Malleswaram, Bangalore",Bangalore,"2 BHK Flat for sale in Malleswaram, Bangalore",,1.45 Cr,"Malleswaram, Bangalore",1145,12660,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Malleshwaram. It is situated on floor 1. The total number of floors in this Apartment is 2. The property price of this unit is Rs 1.45 Cr. Monthly maintenance costs Rs 3000. The built-up area is 1145 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to ApnaCourse CA CPT Classroom Training, VeriSmart.in, and Hymamshu Jyothi Kala Peetha ...",2.0,13.0027353,77.5703253,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
A - KV Yashus,Bangalore,"3 BHK Flat for sale in Banashankari, Bangalore",,1.25 Cr,"Srinivasa Nagar, Banashankari,Bangalore",1450,8620,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Banashankari. It is situated on floor 1. The total number of floors in this Apartment is 5. The property price of this unit is Rs 1.25 Cr. Monthly maintenance costs Rs 2500. The carpet area of this unit is 1450 Square feet. The built-up area is 1450 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to CADD NEST (P) Ltd.,, Bda Complex B...",3.0,12.9381755,77.5566628,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Bettadasanapura, Bangalore",Bangalore,"3 BHK Independent House for sale in Bettadasanapura, Bangalore",,70.0 L,"Bettadasanapura, Bangalore",1200,5830,"3 BHK Independent House for sale in Bettadasanapura, Bengaluru. This 3 BHK unit is available in Bettadasanapura and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Bettadasanapura. The price of this Independent House is Rs 70.0 L. It is a good, spacious Independent House unit with carpet area of 1000 Square feet. The built-up area is 1200 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Heera Clinic, Primary Heal...",3.0,12.8415691,77.6319433,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
"Nandini Layout, Bangalore",Bangalore,"6 BHK Independent House for sale in Nandini Layout, Bangalore",,98.0 L,"Nandini Layout, Bangalore",2160,4540,"Check out this 6 BHK Independent House for sale in Nandini Layout, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Nandini Layout is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 98.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 2160 Square feet built-up area. The unit has 6 bedrooms and 5 bathroom. Educational inst...",6.0,13.0104064,77.5378032,https://plus.unsplash.com/premium_photo-1682377521625-c656fc1ff3e1?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
