PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Group New Modern Appartment,"3 BHK Flat for sale in Sector 9 Rohini, New Delhi",,New Delhi,1.38 Cr,"Sector 9 Rohini, New Delhi",1250,11040,"With roof facilities, corner side,park view, with open n clean air More About This Property Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Rohini. It is situated on floor 3. The total number of floors in this Apartment is 3. The property price of this unit is Rs 1.4 Cr. Monthly maintenance costs Rs 2000. The carpet area of this unit is 1250 Square feet. The built-up area is 1250 Square feet. There are 3 bedrooms and 2 bathroom. This property enjoys a good view and...",3.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
"Laxmi Nagar, New Delhi","2 BHK Flat for sale in Laxmi Nagar, New Delhi",,New Delhi,27.0 L,"Laxmi Nagar, New Delhi",540,5000,"2 BHK Apartment for sale in Delhi. This property is in Laxmi Nagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 27.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 540 Square feet. This is...",2.0,28.576794,77.2062778,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
Classic Apartment,"5 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,5.0 Cr,"Sector 12 Dwarka, New Delhi",3500,14290,"Looking for a 5 BHK Apartment for sale in Delhi? Your search ends here. Buy this 5 BHK property in Delhi's finest location, Sector 12, Dwarka. This is an owner listed property and there is no brokerage involved. It is on floor 9 out of 10 floors. This Apartment is available at a reasonable price of Rs 5.0 Cr. The built up area of this property is 3500 Square feet. There are 5 bedrooms and 5 bathroom. There are a number of reputed schools in the vicinity such as Sri Venkateshwar International School, Bal Bharati Public School–Dwarka (BBPS–Dwarka), and SAM International School. Medical facility ...",5.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
Group Lal Jyoti Apartments,"2 BHK Flat for sale in Sector 9 Rohini, New Delhi",,New Delhi,2.0 Cr,"Sector 9 Rohini, New Delhi",1200,16670,"2 BHK Apartment for sale in Delhi. This property is in Rohini, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 3. The total number of floors in this Apartment is 3. Monthly maintenance charges come to Rs 1500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1200 Square feet. It has 2 bathroom and 2 bedrooms. Some of the ver...",2.0,28.713012,77.1264429,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
"Old Delhi, New Delhi","3 BHK Independent House for sale in Old Delhi, New Delhi",,New Delhi,16.0 L,"Old Delhi, New Delhi",800,2000,"3 BHK Independent House for sale in Daryaganj, Delhi. This 3 BHK unit is available in Daryaganj and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Daryaganj. The price of this Independent House is Rs 16.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 800 Square feet. There are 3 bedrooms and 1 bathroom. This property is at a walking distance from Lok Nayak Hospital, Govind Ballabh Pant Hospital, and Lok Nay...",3.0,28.5338922,77.0899378,https://images.unsplash.com/photo-1628744448839-a475cc0e90c3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Janakpuri, New Delhi","3 BHK Independent House for sale in Janakpuri, New Delhi",,New Delhi,1.45 Cr,"Janakpuri, New Delhi",1200,12080,"Looking for a good 3 BHK Independent House in Janakpuri, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 1.45 Cr. This modern unit has a built-up area of 1200 Square feet. It is very close to some of city's best hospitals, such as, Eye7 Chaudhary Eye Centre, Deen Dayal Upadhyay Hospital, and Sanjay Gandhi Memorial Hospital. Established schools, such as Broadways Public School, CMC IT Education and Training, and Tiny Tots Pre School are also close-by",3.0,28.6116644,77.1051654,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
DDA Janta flats,"3 BHK Independent House for sale in Kalkaji, New Delhi",,New Delhi,55.0 L,"Block E, Kalkaji,New Delhi",1000,5500,"Looking for a good 3 BHK Independent House in Kalkaji, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 55.0 L. This modern unit has a built-up area of 1000 Square feet. It is very close to some of city's best hospitals, such as, Apollo Cradle Royale, Apollo Spectra Hospitals, and Indraprastha Apollo Hospital. Established schools, such as Minnie Miracles Play School n day care, Baba Global School for English, and ashok memorial p. sc are also close-by",3.0,28.5185202,77.2945461,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
B-3/10,"2 BHK Flat for sale in Vasant Vihar, New Delhi",,New Delhi,4.0 L,"Block B, Vasant Vihar,New Delhi",600,666000,"2 BHK Apartment for sale in Vasant Vihar, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Vasant Vihar which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Vasant Vihar. The property is on floor 2 and the total number of floors is 5. This 2 BHK Apartment is available at a reasonable price of Rs 4.0 L. Residents also need to pay maintenance charges of Rs 3500. The built-up area is 600 Square feet. This property has provision for 2 bathroom. It enj...",2.0,28.543742,77.1485975,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Pandav Nagar, New Delhi","4 BHK Independent House for sale in Pandav Nagar, New Delhi",,New Delhi,45.0 L,"Pandav Nagar, New Delhi",1000,4500,"4 BHK Independent House for sale in Pandav Nagar, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Pandav Nagar which is a promising investment destination in Delhi. This might be your chance to grab the best 4 BHK property for sale in Pandav Nagar. This 4 BHK Independent House is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1000 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like ...",4.0,28.6500237,77.1536755,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Janakpuri, New Delhi","3 BHK Independent House for sale in Janakpuri, New Delhi",,New Delhi,1.3 Cr,"Janakpuri, New Delhi",1000,13000,"3 BHK Independent House for sale in Janakpuri, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Janakpuri which is a promising investment destination in Delhi. This might be your chance to grab the best 3 BHK property for sale in Janakpuri. This 3 BHK Independent House is available at a reasonable price of Rs 1.3 Cr. Residents also need to pay maintenance charges of Rs 500. The built-up area is 1000 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and m...",3.0,28.6116644,77.1051654,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
"Sector 19 Dwarka, New Delhi","5 BHK Independent House for sale in Sector 19 Dwarka, New Delhi",,New Delhi,75.0 L,"Sector 19 Dwarka, New Delhi",1755,4270,"Best 5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Delhi's top location, Sector 19, Dwarka. The property price of this unit is Rs 75.0 L. The built-up area is 1755 Square feet. There are 5 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Mothers Valley School, Rajkiya Pratibha Vikash Vidyalay, and R.P.V.V Sec-19 Dwarka. Healthcare facility is also close at hand with Venkateshwar Hospital, DIC Diagnostic and Imaging Centre, ...",5.0,28.5649787,77.0510412,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAe1_fQtpxpCpRQIX7ACABWVPCQ11n1odTGA&s
"Multani Dhanda, Paharganj,New Delhi","2 BHK Independent House for sale in Paharganj, New Delhi",,New Delhi,55.0 L,"Multani Dhanda, Paharganj,New Delhi",450,12220,"A 2 BHK Independent House for sale in Paharganj, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Paharganj's most desired properties. Contact now for more information. The price of this Independent House is Rs 55.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 450 Square feet. There are 2 bedrooms. There is provision for 3 bathroom. This residential property is near Md sohel khan, Double""A"", and MCD Primary School. It is also close to Sir Ganga Ram Hospital, Apollo Spectra Hospitals, and Dr. ...",2.0,28.6468928,77.206444,https://images.pexels.com/photos/271795/pexels-photo-271795.jpeg?auto=compress&cs=tinysrgb&w=800
"Model Town, New Delhi","5 BHK Independent House for sale in Model Town, New Delhi",,New Delhi,3.0 Cr,"Model Town, New Delhi",3500,8570,"5 BHK Independent House for sale in Model Town, Delhi. This 5 BHK unit is available in Model Town and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Model Town. The price of this Independent House is Rs 3.0 Cr. The built-up area is 3500 Square feet. There are 5 bedrooms and 4 bathroom. This property is at a walking distance from Fortis Healthcare Limited, Dr. Sankalp Bali, and Dr Sankalp Bali- Rev Up Orthopaedics And Sports Medicine Clinic. The city's best...",5.0,28.7057279,77.213725,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Samalka, New Delhi","2 BHK Independent House for sale in Samalka, New Delhi",,New Delhi,30.0 L,"Samalka, New Delhi",450,6670,"Property for sale in Samalka, Delhi. This 2 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 30.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 450 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as Park Hospital, Kant Medi Care, and Seed PUHC,Samalkha. Schools like Heera Model School, Sarvodaya Kanya Vidyalaya, and md nafil meat shop are also nearby",2.0,28.5320512,77.0931081,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
Classic Apartment,"5 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,5.5 Cr,"Sector 12 Dwarka, New Delhi",3510,15670,"5 BHK Apartment for sale in Sector 12, Dwarka, Delhi. This 5 BHK unit is available in Sector 12, Dwarka and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sector 12, Dwarka. It is on floor 9. The total number of floors is 10. The price of this Apartment is Rs 5.5 Cr. The built-up area is 3510 Square feet. There are 5 bedrooms and 5 bathroom. The property is North-East-facing. This building is equipped with lift. This is a gated community. It is a thoroughl...",5.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
"Sector 6 Dwarka, New Delhi","3 BHK Independent House for sale in Sector 6 Dwarka, New Delhi",,New Delhi,1.0 L,"Sector 6 Dwarka, New Delhi",1600,62000,"Looking for a good 3 BHK Independent House in Sector 6, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.0 L. This modern unit has a built-up area of 1600 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, DIC Diagnostic and Imaging Centre, Venkateshwar Hospital, and Medeor Hospital. Established schools, such as Mother's Pride Dwarka Sector 6, Co-ed Sarvodya Bal Vidyalaya, and GOVT. CO-ED SR SEC SCHOOL are also close-by",3.0,28.5592725,77.0666248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAe1_fQtpxpCpRQIX7ACABWVPCQ11n1odTGA&s
Dda Lig Flat,"1 BHK Flat for sale in Sector 23B Dwarka, New Delhi",,New Delhi,35.0 L,"Sector 23B Dwarka, New Delhi",370,9460,"Property for sale in Sector 23B Dwarka, Delhi. This 1 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 35.0 L. The built-up area is 370 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Ambe Hospital, Ramkrishna Cheritable Hospital, and Interventional Pain and Spine Centre. Schools like Hamilton International School, Gopi Kitesurfing, and SDMC girls school a...",1.0,28.5592725,77.0666248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksc9rYyKuD5_Re-euJwt3FBu27Rd30V8MOw&s
"Gopi Nath Bazar, Delhi Cantonment,New Delhi","3 BHK Independent House for sale in Delhi Cantonment, New Delhi",,New Delhi,90.0 L,"Gopi Nath Bazar, Delhi Cantonment,New Delhi",446,20180,"Property for sale in Delhi Cantonment, Delhi. This 3 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 90.0 L. The built-up area is 446 Square feet. The property has 3 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Army Hospital Research And Referral, Research And Referral Hospital, and Army Hospital. Schools like Army Public School, A to Z Training Institute, and Dr.apj Abdul Kalam Cont...",3.0,28.5963779,77.1327887,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNOI6gFWooV1HQBqdG0NMlkWohCWPDtxSyiA&s
