PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Sangam Apartment,"3 BHK Flat for sale in Sector 9 Rohini, New Delhi",,New Delhi,2.8 Cr,"Sector 9 Rohini, New Delhi",1550,18060,"Looking for a 3 BHK Apartment for sale in Delhi? Your search ends here. Buy this 3 BHK property in Delhi's finest location, Sector 9 Rohini. This is an owner listed property and there is no brokerage involved. It is on floor 7 out of 7 floors. This Apartment is available at a reasonable price of Rs 2.8 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 1550 Square feet. There are a number of reputed schools in the vicinity such as Vspk International School, Adarsh Public School, and Remal Public School. Medical facility is also close at hand with names like...",3.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Laxmi Nagar, New Delhi","3 BHK Independent House for sale in Laxmi Nagar, New Delhi",,New Delhi,2.5 Cr,"Laxmi Nagar, New Delhi",3900,6410,"Check out this 3 BHK Independent House for sale in Laxmi Nagar, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Laxmi Nagar is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 2.5 Cr. This property is a modern-day abode, with 3900 Square feet built-up area. The carpet-area is 3900 Square feet. The unit has 3 bedrooms and 2 bathroom. Educational institutions are closeby with schools ...",3.0,28.576794,77.2062778,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
"Lajpat Nagar III, Lajpat Nagar,New Delhi","2 BHK Flat for sale in Lajpat Nagar, New Delhi",,New Delhi,1.1 Cr,"Lajpat Nagar III, Lajpat Nagar,New Delhi",900,12220,"A 2 BHK Apartment for sale in Lajpat Nagar, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Lajpat Nagar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 96.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 900 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Art of Living Yoga and Meditation Center, Shaheed Hemu Kalani Sarvoday...",2.0,28.5677711,77.2416461,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUXLoXIi93q3IA43oFGPot4DMUMvj47DzxUZ7TX6yq9WBCvYDZuYr_6lg&s
Studio Apartment,"1 RK Flat for sale in Sector 16B Dwarka, New Delhi",,New Delhi,23.0 L,"Sector 16B Dwarka, New Delhi",350,6570,"Looking for a good 1 RK Apartment in Sector 16 B, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 3. Maintenance charges of this property is Rs 100. This modern unit has a built-up area of 350 Square feet. The carpet area of this Apartment is 350 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Venkateshwar Hospital, Medeor Hospital, and BG Clinic - Neurologist, Gynaecologist and Physician. Established schools, such as CRPF...",,28.5592725,77.0666248,https://images.pexels.com/photos/276724/pexels-photo-276724.jpeg?auto=compress&cs=tinysrgb&w=1200
"Mehrauli, New Delhi","4 BHK Independent House for sale in Mehrauli, New Delhi",,New Delhi,80.0 L,"Mehrauli, New Delhi",3600,2220,"Property for sale in Mehrauli, Delhi. This 4 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 80.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 3600 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as Institute of Liver and Biliary Sciences, Fortis Flt. Lt. Rajan Dhall Hospital, and Vikas Hospital. Schools like Bachpan Play School, Mehrauli, Dr Anjali Nagpal, and Sa...",4.0,28.5177553,77.1714281,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNOI6gFWooV1HQBqdG0NMlkWohCWPDtxSyiA&s
"Janakpuri, New Delhi","5 BHK Independent House for sale in Janakpuri, New Delhi",,New Delhi,1.6 Cr,"Janakpuri, New Delhi",3500,4570,"A 5 BHK Independent House for sale in Janakpuri, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Janakpuri's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.6 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 3500 Square feet. There are 5 bedrooms. This residential property is near Broadways Public School, CMC IT Education and Training, and Tiny Tots Pre School. It is also close to Eye7 Chaudhary Eye Centre, Deen Dayal Upadhyay Hospital, and...",5.0,28.6116644,77.1051654,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Mayur Vihar Phase 3, New Delhi","4 BHK Flat for sale in Mayur Vihar Phase 3, New Delhi",,New Delhi,1.7 Cr,"Mayur Vihar Phase 3, New Delhi",1500,11330,"4 BHK Apartment for sale in Mayur Vihar Phase III, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Mayur Vihar Phase III which is a promising investment destination in Delhi. This might be your chance to grab the best 4 BHK property for sale in Mayur Vihar Phase III. The property is on floor 2 and the total number of floors is 3. This 4 BHK Apartment is available at a reasonable price of Rs 1.7 Cr. The built-up area is 1500 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with ...",4.0,28.6138954,77.2090057,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Abhilasha Apartment,"2 BHK Flat for sale in Sector 23 Rohini , New Delhi",,New Delhi,75.0 L,"Sector 23 Rohini , New Delhi",900,8330,"Property for sale in Rohini, Delhi. This 2 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 4. This Apartment's price is Rs 75.0 L. Homebuyers will also need to pay Rs 700 towards maintenance. The built-up area is 900 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as ADARSH HOSPITAL, Maternity n Child Health Care Centre, Brahm Shakti Hospital, an...",2.0,28.713012,77.1264429,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
DDA MIG Flats,"2 BHK Flat for sale in Ashok Vihar, New Delhi",,New Delhi,1.8 Cr,"Phase 3, Ashok Vihar,New Delhi",1240,14520,"A 2 BHK Apartment for sale in Ashok Vihar, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Ashok Vihar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 2 floors in this property. The price of this Apartment is Rs 1.8 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 1240 Square feet. There are 2 bedrooms. This residential property is near Triom Yoga Institute, Brahma Kumaris Satkar Bhawan, and east point school. It is also close to Fortis Heal...",2.0,28.6915549,77.1771146,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Sector 1 Rohini, New Delhi","4 BHK Independent House for sale in Sector 1 Rohini, New Delhi",,New Delhi,80.0 L,"Sector 1 Rohini, New Delhi",370,21620,"1 BHK Independent Floor for sale in Rohini, Delhi with modern-day amenities. The Independent Floor is in Rohini which is a promising investment destination in Delhi.  The built-up area is 356 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Jaipur Golden Hospital, Dr. Baba Saheb Ambedkar Hospital, and Sanjay Gandhi Memorial Hospital. The city's best schools like Remal Public School, Decent Public Senior Secondary School, and CHRIST CONVENT SCHOOL are also near this housing project

DDA flat, 40ga...",4.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
DDA MIG Flats,"2 BHK Flat for sale in Ashok Vihar, New Delhi",,New Delhi,1.8 Cr,"Phase 3, Ashok Vihar,New Delhi",1240,14520,"Check out this 2 BHK Apartment for sale in Ashok Vihar, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Ashok Vihar is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 2. The property's price is Rs 1.8 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1240 Square feet built-up area. Educational institu...",2.0,28.6915549,77.1771146,https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Panchsheel Park South, Panchsheel Park,New Delhi","3 BHK Flat for sale in Panchsheel Park, New Delhi",,New Delhi,3.5 Cr,"Panchsheel Park South, Panchsheel Park,New Delhi",2000,17500,"3 BHK Apartment for sale in Panchsheel Park, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Panchsheel Park which is a promising investment destination in Delhi. This might be your chance to grab the best 3 BHK property for sale in Panchsheel Park. The property is on floor 3 and the total number of floors is 3. This 3 BHK Apartment is available at a reasonable price of Rs 3.5 Cr. Residents also need to pay maintenance charges of Rs 2500. It is a very spacious property, spread over 1500 Square feet. The built-up are...",3.0,28.5439937,77.2102581,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
DDA LIG Flats,"1 BHK Flat for sale in Sector 34 Rohini, New Delhi",,New Delhi,24.0 L,"Sector 34 Rohini, New Delhi",370,6490,"1 BHK Apartment for sale in Delhi. This property is in Sector 34 Rohini, which is a coveted investment location. This tastefully designed 1 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 0. The total number of floors in this Apartment is 1. The price of the Apartment is Rs 24.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 370 Square feet. Some of the very well-known and reputed spec...",1.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
"Block F, Vasant Vihar,New Delhi","4 BHK Flat for sale in Vasant Vihar, New Delhi",,New Delhi,9.25 Cr,"Block F, Vasant Vihar,New Delhi",2600,35580,"4 BHK Apartment for sale in Vasant Vihar, Delhi. This 4 BHK unit is available in Vasant Vihar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Vasant Vihar. It is on floor 2. The total number of floors is 2. The price of this Apartment is Rs 9.25 Cr. It is a good, spacious Apartment unit with carpet area of 1900 Square feet. The built-up area is 2600 Square feet. There are 4 bedrooms and 5 bathroom. This property is at a walking distance from Sharp Sight...",4.0,28.5603976,77.1614205,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
DDA E2 Vasant Kunj,"1 BHK Flat for sale in Vasant Kunj, New Delhi",,New Delhi,57.0 L,"Sector D, Vasant Kunj,New Delhi",500,11400,"1 BHK Apartment for sale in Vasant Kunj, Delhi - contact now, for details about the most coveted property.  This property is in a gated society with cctv monitoring.It is a desired purchase for any homebuyer in Vasant Kunj. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 56 lacs. The built-up area is 500 Square feet. There are 1 bedroom, 1 Hall and 2 bathroom. This property is at a very near from Fortis Flt. Lt. Rajan Dhall Hospital, Institute of Liver and Biliary Sciences, and Vikas Hospital. The city's best schools such as 6132 Santushti Appartments, INTR...",1.0,28.5343676,77.142188,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
"Govindpuri, New Delhi","2 BHK Flat for sale in Govindpuri, New Delhi",,New Delhi,23.0 L,"Govindpuri, New Delhi",1140,2020,"One of the finest property in Govindpuri is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 4 storeyed building. The price of this Apartment is Rs 23.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1140 Square feet. This property ensures you are a quick distance away from the city's best schools such as Gyan Public School, Jagdamba Public School, and GUITAR ZONE - Guitar Class In Govindpuri. It is also close to good and reputed hosp...",2.0,28.538862,77.2642277,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
Mangal Apartment,"2 BHK Flat for sale in Dallupura, New Delhi",,New Delhi,85.0 L,"Dallupura, New Delhi",1050,8100,"A 2 BHK Apartment for sale in Vasundhara Enclave, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Vasundhara Enclave's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 4 floors in this property. The price of this Apartment is Rs 85.0 L. Maintenance charges come to Rs 1600. Each unit has a built-up area of 1050 Square feet. The carpet area is 900 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near St Eleen School, P...",2.0,28.5972103,77.3298821,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTO5l08yRo40xUqUUbZgrXg8wC8QSgpZ5atYg&s
"Ghitorni, New Delhi","5 BHK Independent House for sale in Ghitorni, New Delhi",,New Delhi,55.0 L,"Ghitorni, New Delhi",2162,2540,"Looking for a 5 BHK Independent House for sale in Delhi? Your search ends here. Buy this 5 BHK property in Delhi's finest location, Ghitorni. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 60.0 L. The built up area of this property is 2162 Square feet. It is spacious for a family and this property has a carpet area of 2162 Square feet. This property is East facing. There are 5 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as VIP Gurjar Boys School, New Little Star Public ...",5.0,28.4931214,77.1424868,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRGU_zy1A-zstcvQn07U5GeCN8b49B29J4Yg&s
"Indira Gandhi International Airport, New Delhi","1 RK Independent House for sale in Indira Gandhi International Airport, New Delhi",,New Delhi,1.0 L,"Indira Gandhi International Airport, New Delhi",700,142000,"A 1 RK Independent House for sale in Indira Gandhi International Airport, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 1 RK unit with all the modern-day comforts is one of Indira Gandhi International Airport's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.0 L. Maintenance charges come to Rs 500. Each unit has a built-up area of 700 Square feet. The carpet area is 200 Square feet. There are 1 bedroom. There is provision for 2 bathroom. This residential property is near Gcess, Shree Ram Language Academy, and Fie...",,28.5551678,77.0847373,https://media.istockphoto.com/id/1184204517/photo/modern-scandinavian-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=CZzR0EteHu-3vbyM0QFffaI0i-Db_gSNl1ltQW8kxxo=
"Sector 19 Dwarka, New Delhi","2 BHK Independent House for sale in Sector 19 Dwarka, New Delhi",,New Delhi,2.0 Cr,"Sector 19 Dwarka, New Delhi",581,34420,"Looking for a good 2 BHK Independent House in Sector 19, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 2.0 Cr. This modern unit has a built-up area of 581 Square feet. It is very close to some of city's best hospitals, such as, Venkateshwar Hospital, DIC Diagnostic and Imaging Centre, and Medeor Hospital. Established schools, such as Mothers Valley School, St. Mary's School, and Ambrahi Extn Dwarka are also close-by",2.0,28.5649787,77.0510412,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZABuUXhYCF0QqxZ8I_Mu6K8-4z67LTX_oBA&s
DDA RWA DDA Flats Lado Sarai,"1 BHK Flat for sale in Lado Sarai, New Delhi",,New Delhi,30.0 L,"Lado Sarai, New Delhi",455,6590,"Looking for a good 1 BHK Apartment in Lado Sarai, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 2. This Apartment is available for Rs 30.0 L. This modern unit has a built-up area of 455 Square feet. The carpet area of this Apartment is 350 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Max Super Speciality Hospital, and Vikas Hospital. Established schools, such as F220 classes, Happy Play School, ...",1.0,28.5249193,77.1932557,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
Mangal Apartment,"2 BHK Flat for sale in Dallupura, New Delhi",,New Delhi,85.0 L,"Dallupura, New Delhi",1010,8410,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Vasundhara Enclave. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 85.0 L. Monthly maintenance costs Rs 1600. The carpet area of this unit is 900 Square feet. The built-up area is 1010 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to St Eleen School, Pathways World Sc...",2.0,28.5972103,77.3298821,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Todapur, New Delhi","10 BHK Independent House for sale in Todapur, New Delhi",,New Delhi,2.5 Cr,"Todapur, New Delhi",2763,9050,"310 gaj Property for sale in todapur central delhi near inderpuri near rajender nagar near karol bagh 
Point to be noted:
Its a lal dora gpa freehold property without any disputes.
Size of property: 27 ft * 110ft
Rent more than 80 thousand is coming from the property.
The property is divided in two parts in front it is 110 gaj and back portion is 210 gaj.
I am willing to sell the whole property or can sell the property in parts too as per the demand from the party.
You can call me on my number nine nine five eight double five two six eight six and can visit the site to anytime you want.
Flexib...",10.0,28.6217303,77.1586415,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Sector 24 Rohini, New Delhi","5 BHK Independent House for sale in Sector 24 Rohini, New Delhi",,New Delhi,2.35 Cr,"Sector 24 Rohini, New Delhi",2500,9400,"5 BHK Independent House for sale in Delhi. This property is in Rohini, which is a coveted investment location. This tastefully designed 5 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 5 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 2.35 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2500 Square feet. It has 3 bathroom and 5 bedrooms. This is a gated community. Some of the very well-known and reputed speciality hospitals lik...",5.0,28.713012,77.1264429,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
 Vikram Vihar Residents Association,"3 BHK Flat for sale in Lajpat Nagar, New Delhi",,New Delhi,1.75 Cr,"Lajpat Nagar, New Delhi",1170,14960,"Property for sale in Lajpat Nagar, Delhi. This 3 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 3. This Apartment's price is Rs 2.2 Cr. Homebuyers will also need to pay Rs 500 towards maintenance. This Apartment is a spacious unit, with carpet area of 1113 Square feet and is ideal for families. The built-up area is 1170 Square feet. The property has 3 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous h...",3.0,28.5677711,77.2416461,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
"Sector 25 Rohini, New Delhi","2 BHK Independent House for sale in Sector 25 Rohini, New Delhi",,New Delhi,60.0 L,"Sector 25 Rohini, New Delhi",279,21500,"One of the finest property in Rohini is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 60.0 L. This Independent House is spacious with a built-up area of 279 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Aarohan School Of Music, Abacus & Vedic maths, and Vasudevam School. It is also close to good and reputed hospitals like Dr. Baba Saheb Ambedkar Hospital, ADARSH HOSPITAL, Maternity n Child Health Care Cen...",2.0,28.713012,77.1264429,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Haiderpur, New Delhi","9 BHK Independent House for sale in Haiderpur, New Delhi",,New Delhi,1.55 Cr,"Haiderpur, New Delhi",2700,5740,"A 9 BHK Independent House for sale in Shalimar Bagh, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 9 BHK unit with all the modern-day comforts is one of Shalimar Bagh's most desired properties. Contact now for more information. Maintenance charges come to Rs 0. Each unit has a built-up area of 2700 Square feet. The carpet area is 2430 Square feet. There are 9 bedrooms. There is provision for 3 bathroom. This residential property is near Vspk International School, cnmei, and Saksham Academy. It is also close to Max Super Speciality Hospital, Shalimar Bagh, Fortis Heal...",9.0,28.7256794,77.1438487,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
"Ramesh Nagar, New Delhi","4 BHK Flat for sale in Ramesh Nagar, New Delhi",,New Delhi,1.3 Cr,"Ramesh Nagar, New Delhi",1550,8390,"4 BHK Apartment for sale in Ramesh Nagar, Delhi. This 4 BHK unit is available in Ramesh Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Ramesh Nagar. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 1.3 Cr. Residents in this project also pay monthly maintenance charges of Rs 100. The built-up area is 1550 Square feet. There are 4 bedrooms and 2 bathroom. This property is at a walking distance from Kalra Hospital...",4.0,28.6344838,77.2704664,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
Classic Apartment,"3 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.0 Cr,"Sector 12 Dwarka, New Delhi",1750,11430,"3 Bed + 3 Baths,  2 Balconies  
Semi furnished,1750 Sq.ft super area, proper north east entry & south west balconies, full day sunlight, best view,Prime location, walking distance from metro, 
mall, park, schools, hospitals, local market.

Price - Demand On Call

FAR increased, Additional FAR of 650 sqft will be achieved in next 2 months. More About This Property 3 BHK Apartment for sale in Delhi. This property is in Sector 12, Dwarka, which is a coveted investment location. This tastefully designed 3 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 3 ...",3.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
DDA RWA DDA Flats Lado Sarai,"2 BHK Flat for sale in Lado Sarai, New Delhi",,New Delhi,31.0 L,"Lado Sarai, New Delhi",550,5640,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Lado Sarai. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 31.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 450 Square feet. The built-up area is 550 Square feet. There are 2 bedrooms and 1 bathroom. It is an ideal location for young families with kids, as this property is close to F220 classes, Happy Play School, and Aruna Edu...",2.0,28.5249193,77.1932557,https://plus.unsplash.com/premium_photo-1682377521625-c656fc1ff3e1?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Mittal God Gift Luxury Homes,"2 BHK Flat for sale in Bharat Vihar, New Delhi",,New Delhi,16.0 L,"Bharat Vihar, New Delhi",500,3200,"Looking for a 2 BHK Apartment for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Kakrola. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 8 floors. This Apartment is available at a reasonable price of Rs 16.0 L. Maintenance charges in this property is Rs 100. The built up area of this property is 500 Square feet. It is spacious for a family and this property has a carpet area of 470 Square feet. There are 2 bedrooms and 1 bathroom. There are a number of reputed schools in the vicinity such as Bal Gopal Scho...",2.0,28.5528258,77.1221437,https://plus.unsplash.com/premium_photo-1676968002767-1f6a09891350?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Ranjeet Nagar, New Delhi","3 BHK Flat for sale in Ranjeet Nagar, New Delhi",,New Delhi,35.0 L,"Ranjeet Nagar, New Delhi",600,5830,"One of the finest property in Ranjeet Nagar is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 35.0 L. This Apartment is spacious with a built-up area of 600 Square feet. This property ensures you are a quick distance away from the city's best schools such as Shining Star Play School, LITTLE GLITTER'S PRE SCHOOL, and Sunhill Public School. It is also close to good and reputed hospitals like BLK Super Speciality Hospital, BLK Hospital, and Kalra Hospital",3.0,28.6361164,77.1677709,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
"Laxmi Nagar, New Delhi","4 BHK Independent House for sale in Laxmi Nagar, New Delhi",,New Delhi,4.7 Cr,"Laxmi Nagar, New Delhi",1728,27200,"Check out this 4 BHK Independent House for sale in Laxmi Nagar, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Laxmi Nagar is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 4.7 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1728 Square feet built-up area. The unit has 4 bedrooms and 2 bathroom. Educational institutions are c...",4.0,28.576794,77.2062778,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
